max_utility,utility_type,dc2_total_surplus,scale_param,mix_param,dc1_total_surplus,max,sb_total_surplus,goods_num,min
0.6995103961469947,cav,1.0,1.0,0.0,1.0,1.0,0.8940749453842951,20,0.6410146244479694
0.8703161920912431,random,0.9819120318054687,1.0,0.1,0.9819120318054687,1.0,0.8802176588426338,20,0.7846692583487884
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,20,0.4447412804240449
0.6630528832240281,cav,0.9946404393649498,1.0,0.1,0.9946404393649498,1.0,0.9597059996962486,20,0.6318341050498808
0.9431585049154904,random,0.9766452431542973,1.0,0.5,0.9766452431542973,1.0,1.0000000000000002,20,0.8666695147840213
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,20,0.5643338034009159
0.7216755424700859,cav,0.9910575516586073,1.0,0.5,0.9910575516586073,1.0,0.9345087965390096,20,0.6855903612334769
0.9523713839829084,random,0.9999999999999999,1.0,0.8,0.9848681575196802,1.0,0.9999999999999999,20,0.8477206133319223
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,20,0.6301035660949523
0.7495483577160057,cav,0.9976294942285808,1.0,0.8,0.9976294942285808,1.0,0.9156735800918688,20,0.7227447354414646
1.0,random,0.9519968471393514,1.5,0.0,0.9519968471393514,1.0,1.0,20,0.5869920201967689
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,20,0.30837251264639154
0.7719235576430414,cav,0.9921148525974879,1.5,0.0,0.9921148525974879,1.0,0.9729771312890733,20,0.46611644939828484
0.9706338306933087,random,1.0,1.5,0.1,1.0,1.0,0.9999999999999998,20,0.6036192920497698
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,20,0.43886035680775354
0.8452933789540393,cav,0.981660122131371,1.5,0.1,0.981660122131371,1.0,0.954635795112965,20,0.525672374940962
0.9078170772099985,random,1.0,1.5,0.5,1.0,1.0,0.9078170772099985,20,0.7055153650655642
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,20,0.5802716324924725
0.8355026940857566,cav,0.9982856076401796,1.5,0.5,0.9982856076401796,1.0,0.8355026940857566,20,0.6493158181632444
1.0,random,0.9576515793126059,1.5,0.8,0.9576515793126059,1.0,1.0,20,0.6665821942515779
1.0,vex,1.0000000000000002,1.5,0.8,1.0000000000000002,1.0,0.9999999999999999,20,0.4371031805504701
0.8133526386836765,cav,0.9839645382163771,1.5,0.8,0.9839645382163771,1.0,0.8629635444448228,20,0.5421663865940759
0.9674831998519822,random,1.0,2.0,0.0,1.0,1.0,0.9674831998519822,20,0.5321605926339145
1.0,vex,1.0000000000000002,2.0,0.0,1.0000000000000002,1.0,1.0,20,0.3546433030967736
0.8365379453819913,cav,0.9837637122896179,2.0,0.0,0.9837637122896179,1.0,0.9284935846849797,20,0.4601346347340665
1.0,random,0.7548352561455078,2.0,0.1,0.7548352561455078,1.0,1.0,20,0.4947705543929709
1.0,vex,1.0,2.0,0.1,1.0,1.0,1.0,20,0.34894603310921024
0.8727339845019361,cav,0.9616320832315779,2.0,0.1,0.9616320832315779,1.0,0.9614995478363102,20,0.4318030773496094
1.0,random,0.8408308348411404,2.0,0.5,0.8232246672323782,1.0,1.0,20,0.4657241756632025
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,20,0.34691010922784066
0.8938035639702728,cav,0.95092875378808,2.0,0.5,0.95092875378808,1.0,0.9291457126743362,20,0.4162659280348877
1.0,random,0.9636742823867991,2.0,0.8,0.9636742823867991,1.0,1.0,20,0.4826654654218987
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,20,0.3846922666314897
0.9107690434535726,cav,0.9196091226587163,2.0,0.8,0.9196091226587163,1.0,0.9515210241916331,20,0.4395967642503761
1.0,random,0.7762352215080982,5.0,0.0,0.7762352215080982,1.0,1.0,20,0.21296142624118375
1.0,vex,1.0,5.0,0.0,1.0,1.0,1.0,20,0.1968096023363315
0.9841049107772258,cav,0.894718972918829,5.0,0.0,0.894718972918829,1.0,0.9841049107772258,20,0.20957638537007087
1.0,random,0.9648560041749195,5.0,0.1,0.9648560041749195,1.0,1.0,20,0.21816614432747766
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,20,0.18588948249629358
0.9687325471701281,cav,0.8791675299844562,5.0,0.1,0.8791675299844562,1.0,0.9687325471701281,20,0.21134464470064326
1.0,random,0.9999999999999999,5.0,0.5,0.9999999999999999,1.0,1.0,20,0.20665315676617105
1.0,vex,1.0,5.0,0.5,1.0,1.0,1.0,20,0.18950260106977276
0.9831386262335018,cav,0.8047036240267103,5.0,0.5,0.8047036240267103,1.0,1.0,20,0.20316870064990994
1.0,random,0.9551302755720386,5.0,0.8,0.9551302755720386,1.0,1.0,20,0.20125278304236283
1.0,vex,0.9999999999999999,5.0,0.8,0.9999999999999999,1.0,1.0000000000000002,20,0.197397323170434
0.9961593476092457,cav,0.8408539233835685,5.0,0.8,0.8408539233835685,1.0,0.996159347609246,20,0.2004798410600252
1.0,random,0.8974539946559528,1.0,0.0,0.8974539946559528,1.0,1.0,3,0.43064319935601697
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,3,0.12885485442951514
0.7681740306689098,cav,1.0,1.0,0.0,1.0,1.0,0.7681740306689098,3,0.33080892222946645
1.0,random,0.9159980820553982,1.0,0.1,0.9159980820553982,1.0,1.0,3,0.801817253473258
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,3,0.5889068580961089
0.8244632116365482,cav,1.0000000000000002,1.0,0.1,1.0000000000000002,1.0,0.8244632116365482,3,0.6610688279441587
0.9558019576825252,random,1.0000000000000002,1.0,0.5,1.0000000000000002,1.0,0.9493526309317952,3,0.6312078910058677
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,3,0.2332522361117215
0.7007002034386223,cav,1.0,1.0,0.5,1.0,1.0,1.0,3,0.46273968585737446
0.9554544807144214,random,0.9999999999999998,1.0,0.8,0.9999999999999998,1.0,0.9554544807144214,3,0.8829535827737478
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,3,0.6990947227645675
0.8163103922476342,cav,1.0,1.0,0.8,1.0,1.0,0.8163103922476342,3,0.7543678951105609
1.0,random,1.0,1.5,0.0,1.0,1.0,1.0,3,0.6708990003005898
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,3,0.6659766906261869
0.9951018007790099,cav,1.0000000000000002,1.5,0.0,1.0000000000000002,1.0,0.9951018007790099,3,0.6676128033399544
0.8624996800525905,random,1.0,1.5,0.1,1.0,1.0,0.8624996800525905,3,0.6903418085766441
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,3,0.6409758767626734
0.8624996800525906,cav,1.0,1.5,0.1,1.0,1.0,0.8624996800525906,3,0.6903418085766441
0.9474971053533263,random,1.0,1.5,0.5,1.0,1.0,0.9474971053533263,3,0.7256607712762939
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,3,0.5798350735666289
0.843144617938589,cav,1.0,1.5,0.5,1.0,1.0,0.843144617938589,3,0.6457402036311399
1.0,random,0.9208898144410661,1.5,0.8,0.9208898144410661,1.0,1.0,3,0.6777741197809597
1.0,vex,0.9999999999999999,1.5,0.8,0.9999999999999999,1.0,1.0,3,0.6777741197809597
1.0,cav,0.9847626741764072,1.5,0.8,0.9847626741764072,1.0,1.0,3,0.6777741197809597
1.0,random,0.7804070642486417,2.0,0.0,0.7804070642486417,1.0,1.0,3,0.16915265828803452
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,3,0.16915265828803452
1.0,cav,0.7804070642486417,2.0,0.0,0.7804070642486417,1.0,1.0,3,0.16915265828803452
1.0,random,0.9815063461683562,2.0,0.1,0.9815063461683562,1.0,1.0000000000000002,3,0.47399409556003586
1.0,vex,1.0,2.0,0.1,1.0,1.0,1.0,3,0.4739940955600358
1.0,cav,0.9969053374687481,2.0,0.1,0.9969053374687481,1.0,1.0000000000000002,3,0.47399409556003586
1.0,random,1.0,2.0,0.5,1.0,1.0,1.0,3,0.5029545085575322
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,3,0.49715883397394345
0.9942377217062618,cav,1.0,2.0,0.5,1.0,1.0,0.9942377217062618,3,0.5000563447101334
1.0,random,0.9787913517269602,2.0,0.8,0.9787913517269602,1.0,1.0,3,0.4662780528300756
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,3,0.3061498590650161
0.8619737071940452,cav,1.0,2.0,0.8,1.0,1.0,0.8619737071940452,3,0.40191942178116113
1.0,random,0.9999999999999999,5.0,0.0,0.9999999999999999,1.0,0.9999999999999999,3,0.11202760829612805
1.0,vex,0.9999999999999999,5.0,0.0,0.9999999999999999,1.0,0.9999999999999999,3,0.11202760829612805
1.0,cav,0.8296050456835865,5.0,0.0,0.8296050456835865,1.0,0.9999999999999999,3,0.11202760829612805
1.0,random,1.0,5.0,0.1,1.0,1.0,1.0,3,0.2271507216852044
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,3,0.2271507216852044
1.0,cav,0.9901837917235584,5.0,0.1,0.9901837917235584,1.0,1.0,3,0.2271507216852044
0.988374149927395,random,0.9999999999999999,5.0,0.5,0.9999999999999999,1.0,0.988374149927395,3,0.16207465220575018
1.0,vex,1.0000000000000002,5.0,0.5,1.0000000000000002,1.0,1.0,3,0.15221847125827506
0.988374149927395,cav,0.9999999999999999,5.0,0.5,0.9999999999999999,1.0,0.988374149927395,3,0.16207465220575018
1.0,random,0.9999999999999999,5.0,0.8,0.9999999999999999,1.0,1.0,3,0.17975303490565298
1.0,vex,0.9999999999999999,5.0,0.8,0.9999999999999999,1.0,1.0,3,0.17975303490565298
1.0,cav,0.9078574086797764,5.0,0.8,0.9078574086797764,1.0,1.0,3,0.17975303490565298
0.9427604029611575,random,1.0,1.0,0.0,1.0,1.0,0.9427604029611575,5,0.7277687398133154
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,5,0.4001555057727188
0.7289694313279057,cav,0.9999999999999998,1.0,0.0,0.9999999999999998,1.0,0.918230214755489,5,0.5627317001579637
0.8280389790541931,random,1.0,1.0,0.1,1.0,1.0,0.8280389790541931,5,0.8075927817355258
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,5,0.6859582904431059
0.7755849596415691,cav,0.9908467264038738,1.0,0.1,0.9908467264038738,1.0,1.0,5,0.7564339733675469
1.0,random,1.0,1.0,0.5,1.0,1.0,1.0,5,0.5875589499138119
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,5,0.5147568727459584
0.7677971456255092,cav,1.0000000000000002,1.0,0.5,1.0000000000000002,1.0,0.9281902019058081,5,0.6274317119599513
0.932209977465624,random,1.0,1.0,0.8,1.0,1.0,0.932209977465624,5,0.8836220994981134
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,5,0.7905155887413067
0.8640329737193184,cav,1.0,1.0,0.8,1.0,1.0,0.8640329737193184,5,0.8189985611923105
1.0,random,1.0,1.5,0.0,1.0,1.0,1.0,5,0.7003404908879223
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,5,0.5162326717920559
0.8388083727320231,cav,0.9999999999999998,1.5,0.0,0.9999999999999998,1.0,0.8388083727320231,5,0.5942119146449759
1.0,random,1.0,1.5,0.1,0.7742621063177453,1.0,1.0,5,0.5275792976129284
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,5,0.41898543766863533
0.8754563843918277,cav,1.0000000000000002,1.5,0.1,1.0000000000000002,1.0,0.8754563843918277,5,0.49134709198238324
0.9657043329536923,random,1.0,1.5,0.5,1.0,1.0,0.9657043329536923,5,0.7619389430211138
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,5,0.6326466505611
0.8250447361468227,cav,1.0,1.5,0.5,1.0,1.0,0.8250447361468227,5,0.6969170527395313
0.8828206764219774,random,0.971430846508574,1.5,0.8,0.971430846508574,1.0,0.8828206764219774,5,0.5426865298945258
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,5,0.4619240609145783
0.867457062496419,cav,0.9999999999999998,1.5,0.8,0.9999999999999998,1.0,0.867457062496419,5,0.533242226480958
0.9085305300670463,random,0.9999999999999998,2.0,0.0,0.9999999999999998,1.0,0.9085305300670463,5,0.47155996360464003
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,5,0.18425401619913467
0.7491860732286242,cav,1.0,2.0,0.0,1.0,1.0,1.0,5,0.38885446964420883
1.0,random,0.9382222782509978,2.0,0.1,0.9382222782509978,1.0,1.0000000000000002,5,0.5396478858242045
1.0,vex,1.0000000000000002,2.0,0.1,1.0000000000000002,1.0,1.0000000000000002,5,0.5077305965640763
0.9690699152031724,cav,0.9978928238209357,2.0,0.1,0.9978928238209357,1.0,0.9690699152031725,5,0.5229565309552332
1.0,random,1.0000000000000002,2.0,0.5,1.0000000000000002,1.0,1.0,5,0.3375058453379313
1.0,vex,1.0000000000000002,2.0,0.5,1.0000000000000002,1.0,1.0,5,0.2907407951775176
0.9264064953167765,cav,0.9149731385484223,2.0,0.5,0.9149731385484223,1.0,0.9264064953167765,5,0.3429376657892403
1.0,random,1.0,2.0,0.8,0.9084330351906087,1.0,1.0,5,0.5085826413844324
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,5,0.3711677890846286
0.8791866907470418,cav,0.9256445465441426,2.0,0.8,0.9256445465441426,1.0,0.8791866907470418,5,0.4471390894501687
0.9905682803567567,random,0.9999999999999999,5.0,0.0,0.9999999999999999,1.0,0.9905682803567567,5,0.37705138227125384
1.0,vex,1.0,5.0,0.0,1.0,1.0,1.0,5,0.3711199620642112
0.9905682803567567,cav,0.9875793283142458,5.0,0.0,0.9875793283142458,1.0,0.9905682803567567,5,0.37705138227125384
1.0,random,0.9885284210273363,5.0,0.1,0.9885284210273363,1.0,1.0,5,0.3183578250851572
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,5,0.2994041866928533
0.9813989197563409,cav,0.9987802972527674,5.0,0.1,0.9987802972527674,1.0,0.9813989197563409,5,0.31243602563455125
1.0,random,0.9999999999999999,5.0,0.5,0.7034142064286553,1.0,1.0,5,0.20664661627255484
1.0,vex,1.0000000000000002,5.0,0.5,1.0000000000000002,1.0,1.0,5,0.19082112001993123
0.9844210483877361,cav,0.9433680875940478,5.0,0.5,0.9433680875940478,1.0,0.9844210483877361,5,0.2034272786368067
1.0,random,0.9716721930371572,5.0,0.8,0.9716721930371572,1.0,1.0,5,0.19013784859199867
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,5,0.15301507161534067
0.9642059958562712,cav,0.9567534160063562,5.0,0.8,0.9567534160063562,1.0,0.9642059958562712,5,0.183332053651617
0.9963362367210697,random,1.0,1.0,0.0,1.0,1.0,0.9963362367210697,10,0.7307297008789508
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,10,0.55726172400877
0.8502280431122374,cav,0.9853574303667842,1.0,0.0,0.9853574303667842,1.0,0.9813265614008814,10,0.6235715019930905
1.0,random,1.0000000000000002,1.0,0.1,1.0000000000000002,1.0,0.9531386415897153,10,0.8232310867644952
1.0,vex,1.0000000000000002,1.0,0.1,1.0000000000000002,1.0,1.0,10,0.5408352108307788
0.7080631387141959,cav,1.0,1.0,0.1,1.0,1.0,0.9134566738140151,10,0.674882338193799
0.9093204504668129,random,1.0,1.0,0.5,1.0,1.0,0.9093204504668129,10,0.7705326974097113
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,10,0.49786749629847893
0.7410127125938976,cav,1.0,1.0,0.5,1.0,1.0,0.824784263852,10,0.6279134313505704
0.9820358181353042,random,1.0,1.0,0.8,1.0,1.0,0.9909531361424396,10,0.7283637483198077
1.0,vex,1.0,1.0,0.8,1.0,1.0,0.9662899789143166,10,0.5099250020502621
0.6866410658633587,cav,1.0,1.0,0.8,1.0,1.0,0.9766272643683261,10,0.6634943810548087
0.8115943273779108,random,0.9999999999999999,1.5,0.0,0.9453478158314361,1.0,0.8115943273779108,10,0.7883284638681658
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,10,0.6288797907311621
0.7449048437214728,cav,0.9961725407209959,1.5,0.0,0.9961725407209959,1.0,0.900583897905488,10,0.723550758512716
1.0,random,1.0,1.5,0.1,0.8881726823849232,1.0,1.0,10,0.5922529686302743
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,10,0.408855216757814
0.8450244209250231,cav,0.9278758196439979,1.5,0.1,0.9278758196439979,1.0,0.9979745314212878,10,0.5004682218579235
1.0,random,0.8527781319207279,1.5,0.5,0.8527781319207279,1.0,1.0,10,0.5531933305248223
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,10,0.45115887335751187
0.8559997289614544,cav,0.9689006298210016,1.5,0.5,0.9689006298210016,1.0,0.8559997289614544,10,0.5301921443511312
1.0,random,0.9847458099277671,1.5,0.8,0.9847458099277671,1.0,1.0,10,0.6513804521502974
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,10,0.4235770242375003
0.8144626226528369,cav,0.9762643883793203,1.5,0.8,0.9762643883793203,1.0,0.8144626226528368,10,0.5305250314031219
1.0,random,0.8169699598386376,2.0,0.0,0.8169699598386376,1.0,1.0,10,0.5756210985414466
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,10,0.38218833722987655
0.8379190117933498,cav,1.0,2.0,0.0,1.0,1.0,0.899966947250794,10,0.4823238620572517
1.0,random,0.785162454783939,2.0,0.1,0.8638168341465521,1.0,1.0,10,0.4000447916032838
1.0,vex,0.9999999999999999,2.0,0.1,0.9999999999999999,1.0,1.0000000000000002,10,0.341079857451613
0.9443183317501374,cav,0.9184432971545005,2.0,0.1,0.9184432971545005,1.0,0.9443183317501374,10,0.37776963023214444
1.0,random,0.7840989769951128,2.0,0.5,0.7840989769951128,1.0,1.0,10,0.4191746598993492
1.0,vex,0.9999999999999998,2.0,0.5,0.9999999999999998,1.0,1.0,10,0.30885870948507693
0.8933385247276564,cav,0.9559193478182063,2.0,0.5,0.9559193478182063,1.0,0.9566723783990012,10,0.38257685915303014
1.0,random,0.8506271965903195,2.0,0.8,0.8506271965903195,1.0,1.0,10,0.47389047100690407
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,10,0.35154672856271363
0.8909926274656678,cav,0.948274243957433,2.0,0.8,0.948274243957433,1.0,0.9587946737227103,10,0.42223291589338446
1.0,random,0.6220924289356643,5.0,0.0,0.6220924289356643,1.0,1.0,10,0.19739963604390123
1.0,vex,1.0,5.0,0.0,1.0,1.0,1.0,10,0.17707503563376387
0.9800802603387514,cav,0.884307669250982,5.0,0.0,0.884307669250982,1.0,0.9800802603387514,10,0.19346748668468153
1.0,random,0.754461448726321,5.0,0.1,0.754461448726321,1.0,1.0,10,0.23342540257707478
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,10,0.19534358201969892
0.9460916721405265,cav,0.937517021611876,5.0,0.1,0.937517021611876,1.0,0.9834556057472688,10,0.23872126401441038
1.0,random,0.5938665481833514,5.0,0.5,0.5938665481833514,1.0,1.0,10,0.17124736061103302
1.0,vex,1.0,5.0,0.5,1.0,1.0,1.0,10,0.16410365368721827
0.9929069636490764,cav,0.7614874871958992,5.0,0.5,0.7614874871958992,1.0,0.9929069636490763,10,0.17003269685721922
1.0,random,0.7315156649940331,5.0,0.8,0.7315156649940331,1.0,1.0,10,0.20753288061988803
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,10,0.20753288061988803
1.0,cav,0.7633180794808191,5.0,0.8,0.7633180794808191,1.0,1.0,10,0.207532880619888
0.9368658298765764,random,0.975690721745524,1.0,0.0,0.9606882091862707,1.0,0.9368658298765764,20,0.8993138174120661
1.0,vex,0.9999999999999999,1.0,0.0,0.9999999999999999,1.0,1.0,20,0.6180282713242916
0.7380952038649258,cav,0.9922728925368153,1.0,0.0,0.9922728925368153,1.0,0.9452456733490403,20,0.7180684990524647
1.0,random,0.9767042953131937,1.0,0.1,1.0,1.0,1.0,20,0.7980941665967656
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,20,0.6243623623204276
0.801264225032799,cav,1.0,1.0,0.1,1.0,1.0,0.801264225032799,20,0.6990149993515261
1.0,random,0.9833790611799831,1.0,0.5,0.9833790611799831,1.0,1.0,20,0.8511818751409682
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,20,0.6033944518199137
0.7513501954601985,cav,0.9915539112905617,1.0,0.5,0.9915539112905617,1.0,0.9641939995907541,20,0.7020103438542928
0.974117579371378,random,1.0,1.0,0.8,1.0,1.0,0.974117579371378,20,0.8747894608086972
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,20,0.6395828940138607
0.7685290888861911,cav,1.0,1.0,0.8,1.0,1.0,0.896089641140748,20,0.7230089699174748
0.9759478527574105,random,0.8840663191832124,1.5,0.0,1.0,1.0,0.9759478527574105,20,0.652245907549161
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,20,0.48406411817176104
0.832286371841605,cav,0.9962601828786187,1.5,0.0,0.9962601828786187,1.0,0.8784648570165878,20,0.5705935968102759
1.0,random,0.8664532957910075,1.5,0.1,0.8664532957910075,1.0,1.0,20,0.5866841076035989
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,20,0.38087070860411043
0.8162049836717208,cav,0.9775965634146536,1.5,0.1,0.9775965634146536,1.0,0.9376078695240943,20,0.494663586825534
1.0,random,0.8450016149792074,1.5,0.5,0.8450016149792074,1.0,1.0,20,0.6392888653750097
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,20,0.5144625894430778
0.8890261735497673,cav,0.9794863483192776,1.5,0.5,0.9794863483192776,1.0,0.8890261735497673,20,0.5683445337773172
0.9365981406506811,random,0.9451300698917927,1.5,0.8,0.9755927846911049,1.0,0.9365981406506811,20,0.6222674661147062
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,20,0.45372867387479
0.8259940846424494,cav,0.9826202181618344,1.5,0.8,0.9826202181618344,1.0,0.9117011960402999,20,0.5487831160107902
0.9842578834566169,random,1.0,2.0,0.0,1.0,1.0,0.9817640383280146,20,0.4842611749318886
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,20,0.3825028123466257
0.8944659167044223,cav,0.9619966529248634,2.0,0.0,0.9619966529248634,1.0,0.9562497639486909,20,0.447669811983222
0.9904031241772082,random,0.9809144958312646,2.0,0.1,0.9809144958312646,1.0,0.9904031241772082,20,0.5683262481272627
1.0,vex,0.9999999999999998,2.0,0.1,0.9999999999999998,1.0,1.0,20,0.3841501186552596
0.8405599522880164,cav,0.9779071362414851,2.0,0.1,0.9779071362414851,1.0,0.9176418570022895,20,0.4823412531202845
1.0,random,0.9345025653424852,2.0,0.5,0.9015690664487257,1.0,1.0,20,0.5108117141125609
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,20,0.4526270555567556
0.9450146455201734,cav,0.9674676919611603,2.0,0.5,0.9674676919611603,1.0,0.9450146455201734,20,0.4827245509396337
1.0,random,0.7901575740122471,2.0,0.8,0.7901575740122471,1.0,1.0,20,0.4694655559524193
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,20,0.35537107846153526
0.8961869369391835,cav,0.9517948715377292,2.0,0.8,0.9517948715377292,1.0,0.937671255250943,20,0.42229198134403395
1.0,random,0.9009938385425096,5.0,0.0,0.9009938385425096,1.0,1.0,20,0.24377794982300033
1.0,vex,0.9999999999999999,5.0,0.0,0.9999999999999999,1.0,1.0,20,0.19664816507456043
0.9549914581412063,cav,0.9351254795203567,5.0,0.0,0.9351254795203567,1.0,0.9876284119734442,20,0.23280585976414087
1.0,random,1.0,5.0,0.1,1.0,1.0,1.0,20,0.1968503375212487
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,20,0.17899644560460903
0.982459278233912,cav,0.8468149437228673,5.0,0.1,0.8468149437228673,1.0,0.982459278233912,20,0.19339744052122798
1.0,random,0.7781841088888846,5.0,0.5,0.7781841088888846,1.0,1.0,20,0.18991905823932637
1.0,vex,1.0,5.0,0.5,1.0,1.0,1.0,20,0.1641999087505991
0.9749257391737816,cav,0.8773678994405046,5.0,0.5,0.8773678994405046,1.0,0.9749257391737816,20,0.18515697823716362
1.0,random,1.0,5.0,0.8,1.0,1.0,1.0,20,0.20574408743239747
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,20,0.20468735159703333
0.9989443796764602,cav,0.7907191792257491,5.0,0.8,0.7907191792257491,1.0,0.9989443796764602,20,0.20552689979225572
0.7513778892649119,random,1.0000000000000002,1.0,0.0,1.0000000000000002,1.0,1.0,3,0.5726068658801187
1.0,vex,0.9999999999999999,1.0,0.0,0.9999999999999999,1.0,1.0,3,0.43118750201977774
0.7513778892649119,cav,1.0000000000000002,1.0,0.0,1.0000000000000002,1.0,1.0,3,0.5726068658801187
1.0,random,1.0,1.0,0.1,1.0,1.0,1.0,3,0.3653747534505203
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,3,0.31263699260815564
0.9499041805053465,cav,1.0,1.0,0.1,1.0,1.0,0.9499041805053465,3,0.3470710057537596
0.9140423425252805,random,1.0000000000000002,1.0,0.5,1.0000000000000002,1.0,0.9140423425252805,3,0.6949757647137369
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,3,0.5995651665448531
0.861499360486567,cav,1.0,1.0,0.5,1.0,1.0,0.861499360486567,3,0.655025647061846
1.0,random,0.9999999999999999,1.0,0.8,0.9999999999999999,1.0,1.0,3,0.5523956501120151
1.0,vex,0.9999999999999999,1.0,0.8,0.9999999999999999,1.0,1.0,3,0.5203049702839642
0.7277798977846512,cav,1.0,1.0,0.8,1.0,1.0,0.7277798977846512,3,0.6508876003054581
1.0,random,1.0,1.5,0.0,1.0,1.0,1.0,3,0.33962372153474363
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,3,0.33962372153474363
0.8849904867902528,cav,1.0,1.5,0.0,1.0,1.0,0.8849904867902528,3,0.4155732758562972
0.8719655251433271,random,1.0,1.5,0.1,1.0,1.0,0.8719655251433271,3,0.715159094230568
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,3,0.4872357296001936
0.7502251020125806,cav,1.0,1.5,0.1,1.0,1.0,0.7502251020125806,3,0.6153113729308987
1.0,random,0.9763803748165811,1.5,0.5,0.9763803748165811,1.0,1.0,3,0.6706539533778545
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,3,0.6070780798135823
0.9402244116809311,cav,1.0,1.5,0.5,1.0,1.0,0.9402244116809311,3,0.6305652187561839
1.0,random,1.0,1.5,0.8,1.0,1.0,1.0,3,0.7458007091518232
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,3,0.7458007091518232
1.0,cav,0.9516802043520833,1.5,0.8,0.9516802043520833,1.0,1.0,3,0.7458007091518232
1.0,random,1.0000000000000002,2.0,0.0,1.0000000000000002,1.0,1.0,3,0.4325144469785562
1.0,vex,1.0000000000000002,2.0,0.0,1.0000000000000002,1.0,1.0,3,0.3689638348003845
0.940246743831007,cav,1.0,2.0,0.0,1.0,1.0,0.940246743831007,3,0.40667030043145613
1.0,random,0.9166498940939459,2.0,0.1,0.9166498940939459,1.0,1.0,3,0.4200644431416217
1.0,vex,1.0,2.0,0.1,1.0,1.0,1.0,3,0.3053674488527576
0.8971047783599375,cav,1.0000000000000002,2.0,0.1,1.0000000000000002,1.0,0.8971047783599375,3,0.37684181916145515
1.0,random,1.0000000000000002,2.0,0.5,1.0000000000000002,1.0,1.0,3,0.48845147276770684
1.0,vex,1.0000000000000002,2.0,0.5,1.0000000000000002,1.0,1.0000000000000002,3,0.48845147276770684
0.9162758545731872,cav,0.9999999999999999,2.0,0.5,0.9999999999999999,1.0,0.9162758545731872,3,0.5312804360545753
