max_utility,utility_type,dc2_total_surplus,scale_param,mix_param,dc1_total_surplus,max,sb_total_surplus,goods_num,min
1.0,cav,0.8391963014913946,5.0,0.5,0.8391963014913946,1.0,1.0,5,0.19299663619393573
1.0,random,1.0000000000000002,5.0,0.8,1.0000000000000002,1.0,1.0,5,0.18256901598559253
1.0,vex,1.0000000000000002,5.0,0.8,1.0000000000000002,1.0,1.0,5,0.18256901598559255
1.0,cav,0.9296402817253623,5.0,0.8,0.9296402817253623,1.0,1.0,5,0.18256901598559255
1.0,random,1.0,1.0,0.0,1.0,1.0,1.0,10,0.7835137133134014
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,10,0.5246674944991947
0.7120283147168485,cav,0.9977274092979076,1.0,0.0,0.9977274092979076,1.0,0.9008501963924042,10,0.6615497971781243
0.8984550509098211,random,0.9831672218381253,1.0,0.1,0.9831672218381253,1.0,0.8984550509098211,10,0.7982369235815112
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,10,0.540088621926848
0.7110735613269913,cav,1.0,1.0,0.1,1.0,1.0,0.8299754734304903,10,0.6729691784987195
0.9776293037782604,random,1.0000000000000002,1.0,0.5,0.9776293037782604,1.0,0.9776293037782604,10,0.9012047609005726
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,10,0.7615972564674784
0.8498341116547171,cav,1.0,1.0,0.5,1.0,1.0,0.8498341116547171,10,0.7973972162339922
1.0,random,0.9988353378297046,1.0,0.8,0.9988353378297046,1.0,1.0,10,0.8340444067578169
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,10,0.6163731934351441
0.752019485505354,cav,0.9941067039440953,1.0,0.8,0.9941067039440953,1.0,0.9127271681174659,10,0.711505166301035
0.935429754953681,random,0.986958760958141,1.5,0.0,0.986958760958141,1.0,0.935429754953681,10,0.7559150448395614
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,10,0.42921218672939543
0.7252253886237807,cav,0.9906566067618222,1.5,0.0,0.9906566067618222,1.0,0.8255618591947256,10,0.5860501862991079
0.9122763052758627,random,0.9812345897276469,1.5,0.1,0.9317039344323949,1.0,0.9122763052758627,10,0.7101180775159317
1.0,vex,0.9999999999999999,1.5,0.1,0.9999999999999999,1.0,1.0,10,0.6072295306537957
0.8538449061772098,cav,0.9922104456567896,1.5,0.1,0.9922104456567896,1.0,0.8538449061772098,10,0.6646349354519114
0.9898620266266245,random,0.9511840795062202,1.5,0.5,0.9511840795062202,1.0,0.9898620266266244,10,0.563789425416044
1.0,vex,1.0000000000000002,1.5,0.5,1.0000000000000002,1.0,1.0,10,0.4919898780843958
0.9280107119455512,cav,0.9566031179448572,1.5,0.5,0.9566031179448572,1.0,0.9280107119455512,10,0.5285611650855538
0.9586493461978852,random,1.0,1.5,0.8,1.0,1.0,1.0,10,0.6271161669997732
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,10,0.5774463668907938
0.9287465572715546,cav,0.9558795782675448,1.5,0.8,0.9558795782675448,1.0,0.9948282024760708,10,0.607554767987237
1.0,random,0.8871623883174694,2.0,0.0,0.8871623883174694,1.0,1.0,10,0.3264839249472954
1.0,vex,1.0000000000000002,2.0,0.0,1.0000000000000002,1.0,1.0,10,0.2844697231956711
0.9596798184890393,cav,0.8592390733590185,2.0,0.0,0.8592390733590185,1.0,0.9596798184890393,10,0.3133200338330095
1.0,random,1.0,2.0,0.1,1.0,1.0,1.0,10,0.5347269242297582
1.0,vex,1.0,2.0,0.1,1.0,1.0,1.0,10,0.4483737122135532
0.8857998088555998,cav,0.9626759692401189,2.0,0.1,0.9626759692401189,1.0,0.9479484125966899,10,0.5113695397190412
1.0,random,0.9243437848963731,2.0,0.5,0.9243437848963731,1.0,1.0,10,0.4421660647180519
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,10,0.23227026502508616
0.8265174573329118,cav,0.9669324913955848,2.0,0.5,0.9669324913955848,1.0,0.8265174573329118,10,0.3654579715296641
1.0,random,1.0,2.0,0.8,0.935302161090689,1.0,1.0,10,0.4617522366133207
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,10,0.35493388957219607
0.90349062488286,cav,0.930851517227706,2.0,0.8,0.930851517227706,1.0,0.90349062488286,10,0.41718881679882736
1.0,random,0.8942584400949193,5.0,0.0,0.8942584400949193,1.0,1.0,10,0.1228308485701716
1.0,vex,1.0000000000000002,5.0,0.0,1.0000000000000002,1.0,1.0,10,0.100612891659797
0.9782649514614986,cav,0.8338177041566603,5.0,0.0,0.8338177041566603,1.0,0.9782649514614986,10,0.12016111411447362
0.9918871953818613,random,0.6679964275801757,5.0,0.1,1.0,1.0,0.9918871953818613,10,0.27047103358020125
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,10,0.26206331394439686
0.9894916524364497,cav,0.8643245481740054,5.0,0.1,0.8643245481740054,1.0,0.9894916524364497,10,0.26981780912136366
1.0,random,0.8457531241813331,5.0,0.5,0.8457531241813331,1.0,1.0,10,0.188795492120096
1.0,vex,0.9999999999999999,5.0,0.5,0.9999999999999999,1.0,1.0,10,0.18879549212009594
1.0,cav,0.7860303458199533,5.0,0.5,0.7860303458199533,1.0,1.0,10,0.18879549212009597
1.0,random,0.8951580569089208,5.0,0.8,0.8951580569089208,1.0,1.0,10,0.19933400370312965
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,10,0.19229159492622752
0.9930068399150583,cav,0.78656931793432,5.0,0.8,0.78656931793432,1.0,0.9930068399150583,10,0.19794002910486128
1.0,random,1.0,1.0,0.0,1.0,1.0,1.0,20,0.7088483043541766
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,20,0.5318977986764309
0.7265471908328751,cav,1.0,1.0,0.0,1.0,1.0,0.8588261008552105,20,0.6599016606056763
0.9747148894951895,random,0.983752100366658,1.0,0.1,0.983752100366658,1.0,0.9747148894951895,20,0.8406872651640357
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,20,0.577614404229215
0.7357642063375908,cav,0.9983199443468957,1.0,0.1,0.9983199443468957,1.0,0.9177034762045818,20,0.6892237973592775
0.9313420962386315,random,0.9986964886923877,1.0,0.5,0.9986964886923877,1.0,0.9505971257798687,20,0.8026206035235798
1.0,vex,1.0,1.0,0.5,1.0,1.0,0.9913022946680353,20,0.5451330702568277
0.6914820085506519,cav,0.9967119579558754,1.0,0.5,0.9967119579558754,1.0,0.9228976694869704,20,0.6854677017979228
0.874152849350109,random,1.0,1.0,0.8,1.0,1.0,0.9026919085770176,20,0.8656606457526123
1.0,vex,1.0,1.0,0.8,1.0,1.0,0.990285218879272,20,0.6324375207096453
0.7364596201385442,cav,1.0,1.0,0.8,1.0,1.0,0.9503258006379678,20,0.729305076124644
1.0,random,0.9999999999999998,1.5,0.0,0.8932249547846167,1.0,1.0,20,0.4247135694921189
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,20,0.31327603998051357
0.8685665997074505,cav,0.9136303072494811,1.5,0.0,0.9136303072494811,1.0,0.9831483718720906,20,0.4035345051082395
1.0,random,1.0,1.5,0.1,1.0,1.0,1.0,20,0.6772544810095152
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,20,0.4859475971135578
0.8394142714341395,cav,0.9765632023314837,1.5,0.1,0.9765632023314837,1.0,0.9469548381378098,20,0.5684970767521085
1.0,random,0.9216109515642946,1.5,0.5,0.9216109515642946,1.0,1.0,20,0.6635993277472474
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,20,0.43757676764640163
0.8156456761429784,cav,0.9885382824590195,1.5,0.5,0.9885382824590195,1.0,0.9091650198007001,20,0.5412619223684298
0.9742154323018339,random,1.0,1.5,0.8,1.0,1.0,0.9742154323018339,20,0.6542799903536627
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,20,0.5189084260255669
0.8675371432932811,cav,0.9811070066270253,1.5,0.8,0.9811070066270253,1.0,0.910185759857465,20,0.5826351902517524
0.9944660059894871,random,0.9344038328030867,2.0,0.0,0.9344038328030867,1.0,0.9999999999999998,20,0.40690981801360276
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,20,0.28424979803311656
0.8808262221771821,cav,0.9187220569760886,2.0,0.0,0.9187220569760886,1.0,0.9484230445546665,20,0.3695484535789549
1.0,random,0.8789172146109784,2.0,0.1,0.8686853254049111,1.0,1.0,20,0.5461652542804684
1.0,vex,1.0,2.0,0.1,1.0,1.0,1.0,20,0.3995529757314308
0.8721343898963255,cav,0.9842684445505709,2.0,0.1,0.9842684445505709,1.0,0.9064477521950728,20,0.4763295008244674
1.0,random,0.9375707456170063,2.0,0.5,0.9375707456170063,1.0,1.0,20,0.5593419761969917
1.0,vex,1.0000000000000002,2.0,0.5,1.0000000000000002,1.0,1.0,20,0.43843026443270305
0.8921309229841338,cav,0.9476589979366586,2.0,0.5,0.9476589979366586,1.0,0.9400710175078353,20,0.4990062734883914
1.0,random,0.961046623397234,2.0,0.8,0.961046623397234,1.0,1.0,20,0.5131695450956205
1.0,vex,1.0000000000000002,2.0,0.8,1.0000000000000002,1.0,1.0,20,0.3552532999565623
0.8636203215888957,cav,0.9726593840469399,2.0,0.8,0.9726593840469399,1.0,0.8636203215888957,20,0.443183647565107
1.0,random,0.7395559946176749,5.0,0.0,0.7395559946176749,1.0,1.0,20,0.15018634556138552
1.0,vex,1.0000000000000002,5.0,0.0,1.0000000000000002,1.0,1.0,20,0.13271978691561206
0.9828332847921596,cav,0.8028445865763549,5.0,0.0,0.8028445865763549,1.0,1.0,20,0.14760813933902692
1.0,random,0.9062489542277273,5.0,0.1,0.9062489542277273,1.0,1.0,20,0.16794358373319068
1.0,vex,1.0000000000000002,5.0,0.1,1.0000000000000002,1.0,1.0,20,0.16616871453519141
0.9982282753814535,cav,0.7959386443301958,5.0,0.1,0.7959386443301958,1.0,0.9982282753814535,20,0.16764603395136368
1.0,random,0.8105878406557141,5.0,0.5,0.8105878406557141,1.0,1.0,20,0.18968271300506923
1.0,vex,1.0,5.0,0.5,1.0,1.0,1.0,20,0.17564867587287897
0.9861601912576029,cav,0.8304154644029137,5.0,0.5,0.8304154644029137,1.0,0.9861601912576029,20,0.18705754053534004
1.0,random,0.9476262256623507,5.0,0.8,0.9476262256623507,1.0,1.0,20,0.20436991253226808
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,20,0.19262041099914326
0.9883869460619249,cav,0.8448179671135848,5.0,0.8,0.8448179671135848,1.0,0.9883869460619249,20,0.20199655371471112
1.0,random,0.7464685774254388,1.0,0.0,0.7464685774254388,1.0,1.0,3,0.16623311916976102
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,3,0.16623311916976102
1.0,cav,0.86944095463502,1.0,0.0,0.86944095463502,1.0,1.0,3,0.16623311916976102
1.0,random,1.0,1.0,0.1,1.0,1.0,1.0,3,0.7668369918141467
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,3,0.757448685505935
0.8543782484962664,cav,0.9999999999999998,1.0,0.1,0.9999999999999998,1.0,0.8543782484962664,3,0.7927694327520936
0.86877457359823,random,1.0,1.0,0.5,1.0,1.0,0.86877457359823,3,0.7205268104063255
1.0,vex,1.0000000000000002,1.0,0.5,1.0000000000000002,1.0,1.0,3,0.6783133414734138
0.86877457359823,cav,0.9999999999999998,1.0,0.5,0.9999999999999998,1.0,0.86877457359823,3,0.7205268104063255
0.8836551807264743,random,1.0,1.0,0.8,1.0,1.0,0.8836551807264743,3,0.8745659017927858
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,3,0.7656559843767439
0.8169547430346814,cav,1.0,1.0,0.8,1.0,1.0,0.8169547430346814,3,0.8085515449347874
1.0,random,1.0,1.5,0.0,1.0,1.0,1.0,3,0.598045119362605
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,3,0.45893443438853193
0.7768433736002133,cav,1.0,1.5,0.0,1.0,1.0,0.7768433736002133,3,0.5796768006714796
0.9218844291580646,random,1.0,1.5,0.1,1.0,1.0,0.9218844291580646,3,0.7759915023879238
1.0,vex,1.0,1.5,0.1,1.0,1.0,1.0,3,0.6150035529512394
0.8151677735506507,cav,1.0,1.5,0.1,1.0,1.0,1.0,3,0.686163303434351
0.9772562929692754,random,1.0,1.5,0.5,1.0,1.0,1.0,3,0.7152176137342984
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,3,0.37629837843590935
0.7377000447461041,cav,1.0,1.5,0.5,1.0,1.0,1.0,3,0.5398952858639527
1.0,random,1.0,1.5,0.8,1.0,1.0,1.0,3,0.6275359584776617
1.0,vex,1.0,1.5,0.8,1.0,1.0,1.0,3,0.5738252650821295
0.92698941073472,cav,1.0,1.5,0.8,1.0,1.0,0.92698941073472,3,0.6049405336084577
1.0,random,1.0,2.0,0.0,1.0,1.0,1.0,3,0.8294347269789106
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,3,0.7093810093746151
0.8313607179025676,cav,1.0,2.0,0.0,1.0,1.0,0.8313607179025676,3,0.7583907873175605
1.0,random,0.9658704611099128,2.0,0.1,0.9658704611099128,1.0,1.0,3,0.43692086470938263
1.0,vex,1.0000000000000002,2.0,0.1,1.0000000000000002,1.0,1.0,3,0.3753874547809793
0.9420334684213534,cav,1.0,2.0,0.1,1.0,1.0,0.9420334684213534,3,0.4115940776078366
1.0,random,1.0,2.0,0.5,1.0,1.0,1.0,3,0.29087696515371364
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,3,0.29087696515371364
1.0,cav,0.9446527181001169,2.0,0.5,0.9446527181001169,1.0,1.0,3,0.29087696515371364
1.0,random,0.8417317330322693,2.0,0.8,0.8417317330322693,1.0,1.0,3,0.4848441921780239
1.0,vex,1.0,2.0,0.8,1.0,1.0,1.0,3,0.4848441921780239
1.0,cav,0.84521646473381,2.0,0.8,0.84521646473381,1.0,1.0,3,0.4848441921780239
0.7798667077942456,random,1.0,5.0,0.0,1.0,1.0,0.9229324420730953,3,0.4456335682840874
1.0,vex,1.0000000000000002,5.0,0.0,1.0000000000000002,1.0,1.0,3,0.23359569942211472
0.7474807820999266,cav,0.9999999999999999,5.0,0.0,0.9999999999999999,1.0,1.0,3,0.42712751399929494
1.0,random,0.9002373595065838,5.0,0.1,0.9002373595065838,1.0,1.0,3,0.17826828417917465
1.0,vex,1.0,5.0,0.1,1.0,1.0,1.0,3,0.17826828417917467
1.0,cav,0.9068073978703521,5.0,0.1,0.9068073978703521,1.0,1.0,3,0.17826828417917462
1.0,random,0.8258435199285308,5.0,0.5,0.8258435199285308,1.0,1.0,3,0.28702746648633526
1.0,vex,1.0,5.0,0.5,1.0,1.0,1.0,3,0.25290659425865175
0.967004947734803,cav,1.0,5.0,0.5,1.0,1.0,0.9670049477348032,3,0.27755698022807157
1.0,random,0.6901158632015953,5.0,0.8,0.6901158632015953,1.0,1.0,3,0.20385683222660658
1.0,vex,1.0,5.0,0.8,1.0,1.0,1.0,3,0.2038568322266066
1.0,cav,0.9209840179002452,5.0,0.8,0.9209840179002452,1.0,1.0,3,0.2038568322266066
0.8093570882103355,random,1.0,1.0,0.0,1.0,1.0,0.9831187100246181,5,0.7010508550593882
1.0,vex,1.0,1.0,0.0,1.0,1.0,1.0,5,0.44116125782994675
0.6624232498941326,cav,0.9999999999999999,1.0,0.0,0.9999999999999999,1.0,0.9071000026269979,5,0.629812224244964
0.8595502544560024,random,0.9782595408090774,1.0,0.1,0.9782595408090774,1.0,0.9999999999999999,5,0.586918517444848
1.0,vex,1.0,1.0,0.1,1.0,1.0,1.0,5,0.421000324837494
0.7925059651364934,cav,0.9798938840200959,1.0,0.1,0.9798938840200959,1.0,1.0,5,0.5411393036216221
1.0,random,1.0,1.0,0.5,1.0,1.0,1.0,5,0.6645125386960218
1.0,vex,1.0,1.0,0.5,1.0,1.0,1.0,5,0.5142338890369659
0.750823597336064,cav,1.0,1.0,0.5,1.0,1.0,0.9424371103320229,5,0.6352753411027852
1.0,random,1.0,1.0,0.8,1.0,1.0,1.0,5,0.8412610476905452
1.0,vex,1.0,1.0,0.8,1.0,1.0,1.0,5,0.6997175595795855
0.8307357039739478,cav,1.0,1.0,0.8,1.0,1.0,0.9821693713298579,5,0.750544655466332
1.0,random,0.9224735542148461,1.5,0.0,1.0,1.0,1.0,5,0.6897922670249746
1.0,vex,1.0,1.5,0.0,1.0,1.0,1.0,5,0.5369188310351457
0.8339037112203067,cav,1.0,1.5,0.0,1.0,1.0,0.9503378229422933,5,0.6138348946039701
1.0,random,1.0000000000000002,1.5,0.1,1.0000000000000002,1.0,1.0,5,0.8146370242375942
1.0,vex,1.0000000000000002,1.5,0.1,1.0000000000000002,1.0,0.9376125547788936,5,0.5508023614571804
0.7210792109948239,cav,1.0000000000000002,1.5,0.1,1.0000000000000002,1.0,0.9447559736533474,5,0.6760929212188057
1.0,random,0.9882453087657086,1.5,0.5,0.9882453087657086,1.0,1.0,5,0.6875022939235755
1.0,vex,1.0,1.5,0.5,1.0,1.0,1.0,5,0.5110991689693402
0.8500487450157889,cav,0.9988128086170294,1.5,0.5,0.9988128086170294,1.0,1.0,5,0.5844104621452115
0.9526420608517958,random,1.0,1.5,0.8,1.0,1.0,0.9526420608517958,5,0.6439116255331295
1.0,vex,0.9999999999999998,1.5,0.8,0.9999999999999998,1.0,1.0,5,0.5337588459080942
0.8755317396834146,cav,1.0,1.5,0.8,1.0,1.0,0.9844924208944825,5,0.5917910712459107
0.8831792663819725,random,0.9683446880193703,2.0,0.0,0.9683446880193703,1.0,1.0,5,0.5433452560733878
1.0,vex,1.0,2.0,0.0,1.0,1.0,1.0,5,0.4829421825114379
0.8831792663819725,cav,0.9856608102228408,2.0,0.0,0.9856608102228408,1.0,1.0,5,0.5433452560733878
1.0,random,0.8309705608538519,2.0,0.1,0.8309705608538519,1.0,1.0,5,0.2639136741317744
1.0,vex,0.9999999999999999,2.0,0.1,0.9999999999999999,1.0,1.0,5,0.2290477559171842
0.9663087578777907,cav,0.8911062752945519,2.0,0.1,0.8911062752945519,1.0,0.9663087578777907,5,0.25502209463723896
1.0,random,1.0,2.0,0.5,1.0,1.0,1.0,5,0.6085580150355684
1.0,vex,1.0,2.0,0.5,1.0,1.0,1.0,5,0.4189002997772118
0.8290371902916186,cav,1.0,2.0,0.5,1.0,1.0,0.9582268690168131,5,0.5182467372479977
1.0,random,0.9999999999999999,2.0,0.8,0.9999999999999999,1.0,1.0,5,0.45672813021259184
1.0,vex,0.9999999999999999,2.0,0.8,0.9999999999999999,1.0,1.0,5,0.43121302303132314
