dc_gr,utility_type,min_max_gr,goods_num,max_min_gr,familiar_share_gr,sb_gr
0.8376924508736642,cav,0.6753849017473282,19,1.0,0.6753849017473282,0.721601804833192
0.9165814362337484,random,0.833162872467497,20,1.0,0.833162872467497,0.8537511005083867
0.8263225491749714,vex,0.6526450983499426,20,1.0,1.0,0.943605852203206
0.8710974735666659,cav,0.7421949471333318,20,1.0,0.7421949471333318,0.7840503986760027
0.9469593306978976,random,0.8939186613957953,3,1.0,1.0,0.8939186613957953
0.5782293977093558,vex,0.1564587954187115,3,1.0,1.0,0.7094994647208138
0.7712171546572846,cav,0.542434309314569,3,1.0,0.542434309314569,0.700011766524247
0.9609565017433286,random,0.921913003486657,4,1.0,0.921913003486657,0.9599709087608381
0.7617538969504632,vex,0.5235077939009267,4,1.0,1.0,0.9587185503076245
0.8386404600949515,cav,0.6772809201899028,4,1.0,0.6772809201899028,0.705240058424328
0.9474869841341532,random,0.8949739682683063,5,1.0,0.9971050322900253,0.9971050322900252
0.898697061338943,vex,0.797394122677886,5,1.0,1.0,0.9999999999999999
0.9157638087661505,cav,0.831527617532301,5,1.0,0.831527617532301,0.8315276175323009
0.841150435523644,random,0.682300871047288,6,1.0,0.682300871047288,0.704700726456792
0.682788680250906,vex,0.3655773605018119,6,1.0,1.0,0.9103849070012079
0.8059184252082519,cav,0.6118368504165037,6,1.0,0.6118368504165037,0.6666666666666666
0.9553327000338908,random,0.9106654000677814,7,1.0,1.0,1.0
0.9427523733905694,vex,0.8855047467811388,7,1.0,1.0,1.0
0.9486335841771518,cav,0.8972671683543035,7,1.0,0.8972671683543035,0.8972671683543035
0.8485662256715266,random,0.6971324513430531,8,1.0,0.8419074474968474,0.8737252142330679
0.7262406321914467,vex,0.45248126438289343,8,1.0,1.0,0.9157926686775024
0.8230978653066932,cav,0.6461957306133863,8,1.0,0.6461957306133863,0.7006101486003311
0.883019590244983,random,0.7660391804899658,9,1.0,0.8915276850508674,0.9426102066843266
0.7736995969618485,vex,0.547399193923697,9,1.0,1.0,0.9135417847245175
0.8442101903760996,cav,0.6884203807521992,9,1.0,0.6884203807521992,0.7479399782313024
0.9312378550789174,random,0.8624757101578351,10,1.0,0.8624757101578351,0.9143012836745121
0.7880564725457608,vex,0.5761129450915217,10,1.0,1.0,0.9399106862879734
0.8511514472137244,cav,0.7023028944274488,10,1.0,0.7023028944274488,0.744503793371564
0.9208121499324174,random,0.8416242998648351,11,1.0,0.9945398625995467,0.9810849450589052
0.7599739375508009,vex,0.5199478751016017,11,1.0,1.0,0.9244914688017174
0.8378259397683874,cav,0.6756518795367747,11,1.0,0.6756518795367747,0.7266693605619556
0.9081886708492972,random,0.8163773416985943,12,1.0,0.9652131596791256,0.9652131596791256
0.7332205785534645,vex,0.46644115710692907,12,1.0,1.0,0.9296793806837446
0.8260390054917918,cav,0.6520780109835836,12,1.0,0.6520780109835836,0.6979325405584613
0.9222767160751945,random,0.8445534321503889,13,1.0,0.9807960020827862,0.9477570692099891
0.7830080639161094,vex,0.5660161278322189,13,1.0,1.0,0.9312270571736577
0.8486789563707855,cav,0.6973579127415712,13,1.0,0.6973579127415712,0.7453172686040446
0.9544766155424855,random,0.9089532310849713,14,1.0,0.986540763506794,0.986540763506794
0.839713364891551,vex,0.6794267297831019,14,1.0,1.0,0.9923596762459902
0.8786234442848273,cav,0.7572468885696548,14,1.0,0.7572468885696548,0.7630324999600433
0.8686151198191912,random,0.7372302396383823,15,1.0,1.0,1.0
0.798078691320223,vex,0.5961573826404463,15,1.0,1.0,0.9669790750190451
0.8561652807922552,cav,0.7123305615845104,15,1.0,0.7123305615845104,0.7358523756202341
0.9109293721301263,random,0.8218587442602526,16,1.0,1.0,0.9862157039298962
0.7873506942192093,vex,0.5747013884384186,16,1.0,1.0,0.9637015537528483
0.8508036813788735,cav,0.7016073627577472,16,1.0,0.7016073627577472,0.7270746199014151
0.9505900289939961,random,0.9011800579879923,17,1.0,0.9692719321647952,0.9808870226587851
0.8333096704375261,vex,0.6666193408750521,17,1.0,1.0,0.9577115317049553
0.8749866900935347,cav,0.7499733801870695,17,1.0,0.7499733801870695,0.7816886056972379
0.871563855597838,random,0.7431277111956763,18,1.0,0.9998086282029457,0.9804309789822235
0.7497215033120019,vex,0.499443006624004,18,1.0,1.0,0.8973826829190457
0.8332096029722176,cav,0.666419205944435,18,1.0,0.666419205944435,0.734805356909673
0.9524222423094565,random,0.9048444846189128,19,1.0,0.9048444846189128,0.9290438696979816
0.7443806879471296,vex,0.4887613758942592,19,1.0,1.0,0.9215068223892885
0.8308544342531411,cav,0.6617088685062821,19,1.0,0.6617088685062821,0.7136485002485284
0.9551523404715332,random,0.9103046809430665,20,1.0,0.9103046809430665,0.9370457344285147
0.7497490475801136,vex,0.4994980951602272,20,1.0,1.0,0.9398816088966273
0.8332218362317849,cav,0.6664436724635698,20,1.0,0.6664436724635698,0.7065091938131026
0.7603857226156108,random,0.5207714452312215,3,1.0,1.0,0.8830089265256508
0.7603857226156108,vex,0.5207714452312215,3,1.0,1.0,0.8830089265256508
0.8380140265600512,cav,0.6760280531201024,3,1.0,0.6760280531201024,0.7551173007533976
0.900124076787598,random,0.800248153575196,4,1.0,0.82436000084624,0.8957908631679444
0.7723131610017416,vex,0.5446263220034832,4,1.0,1.0,0.9133499172104692
0.8435543788920968,cav,0.6871087577841939,4,1.0,0.6871087577841939,0.746646788531606
0.9442963692921246,random,0.8885927385842493,5,1.0,0.9046720794477968,0.9096833013612736
0.8527284610554051,vex,0.7054569221108103,5,1.0,1.0,0.9944607311010023
0.8862366641481505,cav,0.772473328296301,5,1.0,0.772473328296301,0.7767522657790379
0.9044067818046426,random,0.8088135636092854,6,1.0,0.8967874854841509,0.896787485484151
0.8215045808330671,vex,0.6430091616661342,6,1.0,1.0,0.9760486401905114
0.868462325518651,cav,0.7369246510373021,6,1.0,0.7369246510373021,0.7545749985067781
0.9420797101523712,random,0.8841594203047423,7,1.0,0.8841594203047423,0.8841594203047423
0.8175120545460498,vex,0.6350241090920994,7,1.0,1.0,0.9705409796372552
0.8663068361357136,cav,0.7326136722714272,7,1.0,0.7326136722714272,0.7541957533608964
0.951826950197271,random,0.9036539003945421,8,1.0,0.9480141533950295,0.9480141533950295
0.8795685436737354,vex,0.7591370873474708,8,1.0,1.0,1.0
0.9029453978370386,cav,0.8058907956740774,8,1.0,0.8058907956740774,0.8058907956740774
0.7865670135648658,random,0.5731340271297314,9,1.0,1.0,0.9633395632243311
0.7235413803629638,vex,0.4470827607259274,9,1.0,1.0,0.856661147908827
0.8219746599205314,cav,0.6439493198410629,9,1.0,0.6439493198410629,0.7362522761519724
0.8922081516651624,random,0.7844163033303249,10,1.0,0.855912840596737,0.8764998249158666
0.7036608598363112,vex,0.40732171967262243,10,1.0,1.0,0.926186379473718
0.8139365973504856,cav,0.6278731947009715,10,1.0,0.6278731947009715,0.6742187884332533
0.9706984577114954,random,0.9413969154229909,11,1.0,0.9548304113278453,0.9548304113278453
0.8011877380461807,vex,0.6023754760923615,11,1.0,1.0,0.9376726593557807
0.8577498759123393,cav,0.7154997518246786,11,1.0,0.7154997518246786,0.7600949485875097
0.935934521064146,random,0.8718690421282921,12,1.0,0.9047223942902437,0.9331621505467443
0.7694632673928296,vex,0.5389265347856593,12,1.0,1.0,0.9293885624003786
0.8422141404276681,cav,0.6844282808553362,12,1.0,0.6844282808553362,0.7327567457003689
0.9400970682649502,random,0.8801941365299004,13,1.0,1.0,0.9889022655459855
0.7532106834054609,vex,0.5064213668109218,13,1.0,1.0,0.9379162149729326
0.834766438732726,cav,0.669532877465452,13,1.0,0.669532877465452,0.7111000126985708
0.8899242568964152,random,0.7798485137928303,14,1.0,0.7798485137928303,0.7942152672387577
0.8071457441780752,vex,0.6142914883561503,14,1.0,1.0,0.9788860960684943
0.8608262457786711,cav,0.7216524915573419,14,1.0,0.7216524915573419,0.7368893929360153
0.9236325365696438,random,0.8472650731392878,15,1.0,1.0,1.0
0.7438479933671083,vex,0.48769598673421666,15,1.0,1.0,0.9164534237036707
0.8306213536524726,cav,0.6612427073049449,15,1.0,0.6612427073049449,0.7164872716011889
0.9482662390960215,random,0.8965324781920431,16,1.0,0.929651150872239,0.929651150872239
0.7782010413550247,vex,0.5564020827100493,16,1.0,1.0,0.9348973400929371
0.8463568310895349,cav,0.6927136621790699,16,1.0,0.6927136621790699,0.73781116414089
0.9047079884978247,random,0.8094159769956494,17,1.0,1.0,0.9916403525898313
0.771204647669103,vex,0.5424092953382061,17,1.0,1.0,0.9164939949732608
0.8430318253271349,cav,0.6860636506542699,17,1.0,0.6860636506542699,0.7433540853144684
0.9439299997680091,random,0.8878599995360184,18,1.0,0.8972699095739496,0.8972699095739496
0.7780363406321994,vex,0.5560726812643989,18,1.0,1.0,0.9489504153823878
0.8462778171118982,cav,0.6925556342237965,18,1.0,0.6925556342237965,0.7279103116755082
0.9490450621824046,random,0.8980901243648092,19,1.0,1.0,1.0
0.8274396271941687,vex,0.6548792543883373,19,1.0,1.0,0.9637906607462083
0.8717138417730942,cav,0.7434276835461884,19,1.0,0.7434276835461884,0.7703467087503728
0.8675525144945911,random,0.7351050289891823,20,1.0,0.7351050289891823,0.7372288441167552
0.6847855585489692,vex,0.36957111709793833,20,1.0,1.0,0.8963820298845252
0.8066677763399476,cav,0.6133355526798951,20,1.0,0.6133355526798951,0.6768881376482387
0.7666562837068536,random,0.5333125674137071,3,1.0,1.0,1.0
0.74066291281658,vex,0.48132582563316,3,1.0,1.0,0.9717356335410452
0.8292345444726207,cav,0.6584690889452415,3,1.0,0.6584690889452415,0.677080300577084
0.9374803490853494,random,0.8749606981706985,4,1.0,1.0,0.9994632327644807
0.6967271404910645,vex,0.3934542809821292,4,1.0,1.0,0.9289695206547528
0.8112267482220581,cav,0.622453496444116,4,1.0,0.622453496444116,0.6666666666666666
0.9116499955784575,random,0.823299991156915,5,1.0,0.823299991156915,0.8704901418682385
0.8423046716323358,vex,0.6846093432646717,5,1.0,1.0,0.9426817062817999
0.8801152132560767,cav,0.7602304265121532,5,1.0,0.7602304265121532,0.8038055373924894
0.6161648834274145,random,0.2323297668548289,6,1.0,1.0,0.8215531779032192
0.6161648834274145,vex,0.2323297668548289,6,1.0,1.0,0.8215531779032192
0.78285818849275,cav,0.5657163769854999,6,1.0,0.5657163769854999,0.6666666666666666
0.9037531667533478,random,0.8075063335066958,7,1.0,0.8075063335066958,0.8474520271178114
0.8530577452703096,vex,0.7061154905406193,7,1.0,1.0,0.9505320367734499
0.8864332530025522,cav,0.7728665060051044,7,1.0,0.7728665060051044,0.8110986379031974
0.9058438014990758,random,0.8116876029981517,8,1.0,0.8116876029981517,0.8483926505063308
0.822076841915776,vex,0.6441536838315519,8,1.0,1.0,0.9547793419874828
0.8687733587778401,cav,0.7375467175556802,8,1.0,0.7375467175556802,0.7708990654385203
0.8521848534958401,random,0.70436970699168,9,1.0,1.0,0.9480798841812393
0.7259025310924568,vex,0.45180506218491384,9,1.0,1.0,0.9020866075540375
0.8229567464583192,cav,0.6459134929166385,9,1.0,0.6459134929166385,0.7091570742347275
0.9313878821872913,random,0.8627757643745828,10,1.0,0.9717537999338579,0.9717537999338579
0.8338243515245223,vex,0.6676487030490446,10,1.0,1.0,0.9750486616063891
0.8752764013096505,cav,0.7505528026193009,10,1.0,0.7505528026193009,0.7692800995797282
0.9268412745922614,random,0.8536825491845229,11,1.0,0.8584450558994265,0.8584450558994265
0.7755703405281784,vex,0.5511406810563567,11,1.0,1.0,0.9329215152438954
0.8450990675647846,cav,0.6901981351295691,11,1.0,0.6901981351295691,0.7364955802155495
0.902176577956329,random,0.804353155912658,12,1.0,0.9053257853221727,0.9053257853221727
0.7682873709519229,vex,0.5365747419038459,12,1.0,1.0,0.9664903552044815
0.841664186287502,cav,0.6833283725750041,12,1.0,0.6833283725750041,0.7062264636186922
0.9486703318507598,random,0.8973406637015195,13,1.0,0.9257317754198698,0.9446760955587344
0.7982321582826091,vex,0.596464316565218,13,1.0,1.0,0.9640801412323077
0.856243169234132,cav,0.7124863384682639,13,1.0,0.7124863384682639,0.7380787471199542
0.9261909387385384,random,0.8523818774770768,14,1.0,0.926523410061744,0.9347576482808163
0.8119107699145408,vex,0.6238215398290815,14,1.0,1.0,0.9598097812484173
0.8633249716304243,cav,0.7266499432608488,14,1.0,0.7266499432608488,0.7558541634363274
0.9127450290846786,random,0.8254900581693572,15,1.0,0.9244910381012867,0.9244910381012867
0.6919727588896518,vex,0.3839455177793037,15,1.0,1.0,0.8763769067405919
0.8093955095578996,cav,0.6187910191157993,15,1.0,0.6187910191157993,0.6952878789800357
0.8903293969306791,random,0.7806587938613583,16,1.0,1.0,0.937451012437741
0.7231572533514475,vex,0.4463145067028951,16,1.0,1.0,0.8729567273204716
0.8218154524561729,cav,0.6436309049123459,16,1.0,0.6436309049123459,0.7253998814700967
0.9301154950468671,random,0.8602309900937342,17,1.0,0.9461803054280558,0.9333476893548783
0.7409553243667362,vex,0.4819106487334724,17,1.0,1.0,0.9351124759606445
0.8293613775650654,cav,0.6587227551301307,17,1.0,0.6587227551301307,0.7014656437389076
0.8867828504215569,random,0.7735657008431138,18,1.0,0.973973976190021,0.973973976190021
0.6826316127823723,vex,0.3652632255647448,18,1.0,1.0,0.8757937993629111
0.8058596391903721,cav,0.6117192783807444,18,1.0,0.6117192783807444,0.6876986058048784
0.8231811988213228,random,0.6463623976426456,19,1.0,0.9456884678171669,0.9514598213751092
0.6877205691103133,vex,0.3754411382206266,19,1.0,1.0,0.9015841206954843
0.8077758595046237,cav,0.6155517190092475,19,1.0,0.6155517190092475,0.6761317826929488
0.9431497078587248,random,0.8862994157174495,20,1.0,0.9737284719737715,0.9832973647987834
0.7883546572247914,vex,0.576709314449583,20,1.0,1.0,0.9696326011160274
0.8512985822756504,cav,0.7025971645513006,20,1.0,0.7025971645513006,0.7239332129019782
0.7927842097742195,random,0.5855684195484387,3,1.0,1.0,0.9885721329752052
0.6957879232009858,vex,0.3915758464019717,3,1.0,1.0,0.8790333093022018
0.810863275014557,cav,0.621726550029114,3,1.0,0.621726550029114,0.6969347533050951
0.9151984120687529,random,0.8303968241375057,4,1.0,0.8564595168615873,0.8303968241375057
0.6266755263045567,vex,0.25335105260911345,4,1.0,1.0,0.8355673684060756
0.7862624460094807,cav,0.5725248920189614,4,1.0,0.5725248920189614,0.6666666666666666
0.8699068833387489,random,0.7398137666774974,5,1.0,0.7398137666774974,0.7398137666774974
0.8228666330858229,vex,0.6457332661716457,5,1.0,1.0,1.0
0.8692034866621572,cav,0.7384069733243145,5,1.0,0.7384069733243145,0.7384069733243146
0.8775933478972999,random,0.7551866957945997,6,1.0,0.9862624488366041,0.9862624488366041
0.7587411657978241,vex,0.5174823315956483,6,1.0,1.0,0.9222601541676491
0.8372641086552142,cav,0.6745282173104282,6,1.0,0.6745282173104282,0.7269659369337115
0.9239926086082831,random,0.8479852172165665,7,1.0,1.0,0.9355357460680311
0.7982641021237308,vex,0.5965282042474617,7,1.0,1.0,0.9355357460680311
0.8562593858410251,cav,0.7125187716820502,7,1.0,0.7125187716820502,0.7584507627110565
0.8700661347167046,random,0.7401322694334093,8,1.0,1.0,0.9594869562361765
0.8074576072743679,vex,0.614915214548736,8,1.0,1.0,0.9594869562361765
0.8609887317021527,cav,0.7219774634043052,8,1.0,0.7219774634043052,0.7512269679756982
0.9031592755066776,random,0.8063185510133549,9,1.0,0.815988474867753,0.815988474867753
0.8381110505015451,vex,0.6762221010030902,9,1.0,1.0,0.988672634678971
0.8777068648591837,cav,0.7554137297183673,9,1.0,0.7554137297183673,0.7639705770034084
0.9570860200751752,random,0.9141720401503503,10,1.0,0.9141720401503503,0.9141720401503503
0.9077241607565684,vex,0.815448321513137,10,1.0,1.0,1.0
0.9221006217632447,cav,0.8442012435264895,10,1.0,0.8442012435264895,0.8442012435264895
0.933069644278671,random,0.8661392885573421,11,1.0,0.9147110814372804,0.9147110814372804
0.828565444255704,vex,0.657130888511408,11,1.0,1.0,0.9538622029392825
0.8723371069617812,cav,0.7446742139235624,11,1.0,0.7446742139235624,0.7790318416819171
0.9224586171249644,random,0.8449172342499287,12,1.0,0.8555454570950284,0.85633303013666
0.764562466420569,vex,0.529124932841138,12,1.0,1.0,0.9381863184803448
0.8399336974049051,cav,0.6798673948098101,12,1.0,0.6798673948098101,0.7218925014281814
0.9341339429107107,random,0.8682678858214216,13,1.0,1.0,0.9999999999999999
0.7727042287783487,vex,0.5454084575566974,13,1.0,1.0,0.9570267653537815
0.8437391084786189,cav,0.6874782169572378,13,1.0,0.6874782169572378,0.717021379688705
0.9344554264801113,random,0.8689108529602226,14,1.0,0.9870014899724426,0.9824621603854432
0.7682222420916678,vex,0.5364444841833356,14,1.0,1.0,0.9727806508949407
0.8416337778762016,cav,0.6832675557524033,14,1.0,0.6832675557524033,0.7018656538845884
0.8997103720932768,random,0.7994207441865537,15,1.0,0.9623015137114067,0.9623015137114067
0.7254606529028759,vex,0.4509213058057517,15,1.0,1.0,0.8942694187885284
0.8227724981783927,cav,0.6455449963567854,15,1.0,0.6455449963567854,0.7137988440197456
0.9437634597602452,random,0.8875269195204905,16,1.0,0.9264618395516127,0.9221879191119388
0.7919220288258431,vex,0.5838440576516862,16,1.0,1.0,0.9624024439006253
0.8530684616348707,cav,0.7061369232697416,16,1.0,0.7061369232697416,0.7326859458562156
0.906816993441723,random,0.8136339868834461,17,1.0,0.8718700788855909,0.8593922227152878
0.7474395652213985,vex,0.4948791304427969,17,1.0,1.0,0.9391837998510802
0.8321992340369958,cav,0.6643984680739916,17,1.0,0.6643984680739916,0.7048046582870152
0.8803224918901761,random,0.7606449837803522,18,1.0,0.7606449837803522,0.7991614280901371
0.6870640539406486,vex,0.37412810788129713,18,1.0,1.0,0.8619612506279861
0.8075273042259444,cav,0.6150546084518888,18,1.0,0.6150546084518888,0.6999559773980809
0.8265592282272858,random,0.6531184564545713,19,1.0,0.9470420969101804,0.9512149165346444
0.7454474530739047,vex,0.4908949061478094,19,1.0,1.0,0.9431004659312786
0.8313221869284687,cav,0.6626443738569375,19,1.0,0.6626443738569375,0.700348529982657
0.9176178648097933,random,0.8352357296195865,20,1.0,1.0,0.9896695674019148
0.7323584931380832,vex,0.46471698627616637,20,1.0,1.0,0.930151681775122
0.8256728534937988,cav,0.6513457069875976,20,1.0,0.6513457069875976,0.6968411092036758
0.8472626491461405,random,0.694525298292281,3,1.0,0.694525298292281,0.7811719418150967
0.7800838195103699,vex,0.5601676390207397,3,1.0,1.0,0.8752433586856158
0.8472626491461405,cav,0.694525298292281,3,1.0,0.694525298292281,0.7811719418150967
0.964230679302931,random,0.9284613586058621,4,1.0,0.9284613586058621,0.9399365718515973
0.8054218199143657,vex,0.6108436398287314,4,1.0,1.0,0.9876406129998065
0.859930684792283,cav,0.7198613695845659,4,1.0,0.7198613695845659,0.7287584148377508
0.9347870209089555,random,0.869574041817911,5,1.0,0.869574041817911,0.869574041817911
