utility_type,mix_param,dc_gr_sum,goods_num,scale_param,sb_gr_sum,max,min,familiar_share_gr_sum
random-cav,0.8,0.9113948730050586,10,1,0.8682495536804128,1.0,0.8490778436304236,0.8726507151878842
cav-vex,0.8,0.9636336023876659,10,1,0.9647024270017793,1.0,0.9263688201917627,0.9426364836702628
random-cav,0.0,0.734089090676349,10,5,0.6456240090611806,1.0,0.21358495828977128,0.5974959514758471
cav-vex,0.0,0.49593746798243943,10,5,0.561804308885666,1.0,0.21763139078188146,0.6088156953909406
random-cav,0.8,0.6442214682603752,10,5,0.6052203069706552,1.0,0.21044061394131028,0.6052203069706552
cav-vex,0.8,0.5750216024195843,10,5,0.6052827099239779,1.0,0.2104406139413103,0.6052203069706552
random-cav,0.0,0.8697467466697227,11,1,0.7649607245678047,1.0,0.720368744025762,0.7423988840533857
cav-vex,0.0,0.9472679220916292,11,1,0.9621322792444693,1.0,0.9303735742964596,0.9588260304721802
random-cav,0.8,0.9115983639704223,11,1,0.8487551222875521,1.0,0.8114696643455929,0.8356661786133008
cav-vex,0.8,0.9596920811093608,11,1,0.96382535180655,1.0,0.9140852105405562,0.9413415293045879
random-cav,0.0,0.821142097340201,11,5,0.7186183231239163,1.0,0.4161762951105588,0.642665765101951
cav-vex,0.0,0.5914295321342222,11,5,0.6596653196765306,1.0,0.44225023138867464,0.7394142486329635
random-cav,0.8,0.6757518803614173,11,5,0.6127813359254239,1.0,0.20315479620438961,0.6015773981021948
cav-vex,0.8,0.5406984909752789,11,5,0.5960623729857379,1.0,0.20315479620438961,0.6015773981021948
random-cav,0.0,0.8207122764935882,12,1,0.7462149151658843,1.0,0.6422880486219289,0.7316746880369159
cav-vex,0.0,0.9069135063289757,12,1,0.8958793256092819,1.0,0.7822656202980811,0.8911328101490407
random-cav,0.8,0.9246160371781417,12,1,0.8572359165290586,1.0,0.8377448789903135,0.8477802613258669
cav-vex,0.8,0.9792135418676992,12,1,0.974839089665586,1.0,0.9572050005957439,0.9686714009228452
random-cav,0.0,0.6670673951145579,12,5,0.6048102300048636,1.0,0.18551618398048686,0.590418623250319
cav-vex,0.0,0.5373204664064298,12,5,0.5864538348911175,1.0,0.18638828310410735,0.5931941415520537
random-cav,0.8,0.6942739945436304,12,5,0.6210248887335121,1.0,0.18323633891045127,0.5916181694552257
cav-vex,0.8,0.5213447187749614,12,5,0.5770912273924306,1.0,0.18323633891045124,0.5916181694552257
random-cav,0.0,0.8412932951233539,13,1,0.7720219781707099,1.0,0.5736681642490487,0.7401870035163637
cav-vex,0.0,0.7802663203791792,13,1,0.809594678746598,1.0,0.6326949018965506,0.8163474509482753
random-cav,0.8,0.8684011065351938,13,1,0.7611033394784308,1.0,0.7427895092963888,0.7492741881187881
cav-vex,0.8,0.977978698946603,13,1,0.9627760575936514,1.0,0.9489097488110649,0.9571938924015044
random-cav,0.0,0.7234613620262386,13,5,0.6185872414531706,1.0,0.16986960155303715,0.5787028385184535
cav-vex,0.0,0.475854661341259,13,5,0.5514081527309853,1.0,0.1720135656510624,0.5860067828255312
random-cav,0.8,0.6837109408873797,13,5,0.6110680252857302,1.0,0.1892700171994278,0.5946350085997139
cav-vex,0.8,0.5253108371393014,13,5,0.5857612610004124,1.0,0.18927001719942785,0.594635008599714
random-cav,0.0,0.8440875824084233,14,1,0.7971830797796653,1.0,0.7115982349652819,0.7703150056947012
cav-vex,0.0,0.9522117889969067,14,1,0.9648234486862163,1.0,0.8580858979066984,0.9291742820972633
random-cav,0.8,0.8777860086953392,14,1,0.8142477140029306,1.0,0.7824721012441542,0.7934368998480565
cav-vex,0.8,0.9760190843294781,14,1,0.9711347915485046,1.0,0.941018285925668,0.9542047956700516
random-cav,0.0,0.6635166515608253,14,5,0.5914470188347218,1.0,0.14243199671989257,0.5632165049318799
cav-vex,0.0,0.497436711203529,14,5,0.5492071996957179,1.0,0.14474781511131235,0.5723739075556562
random-cav,0.8,0.7300432726374032,14,5,0.6240807318580094,1.0,0.202430338537195,0.583144125581747
cav-vex,0.8,0.49677778082219326,14,5,0.5748793381536718,1.0,0.2100209334647855,0.6050104667323927
random-cav,0.0,0.8822861748036267,15,1,0.8034938927038577,1.0,0.7243435281771121,0.7636935928028926
cav-vex,0.0,0.8916939370558061,15,1,0.9144902866887632,1.0,0.8255912542161192,0.9509988476195945
random-cav,0.8,0.8753504683904613,15,1,0.814526079615259,1.0,0.8092947426393773,0.810004738324354
cav-vex,0.8,0.9684446921538068,15,1,0.958338576328699,1.0,0.936933627949615,0.9377556014506221
random-cav,0.0,0.7274330759619728,15,5,0.640827853589859,1.0,0.21374765924172234,0.589853051882579
cav-vex,0.0,0.5021895570906297,15,5,0.5611500113651331,1.0,0.21500764480511966,0.6106401939201311
random-cav,0.8,0.6803325270863569,15,5,0.612115689895375,1.0,0.18958691776263034,0.5947934588813152
cav-vex,0.8,0.5258094288815534,15,5,0.5859360899915599,1.0,0.18958691776263034,0.5947934588813152
random-cav,0.0,0.8781401144400802,16,1,0.8337884838892801,1.0,0.7371517836787838,0.8144274428477647
cav-vex,0.0,0.8959506134171954,16,1,0.9021566952045037,1.0,0.8126781121696769,0.9133392504812328
random-cav,0.8,0.9071074834657717,16,1,0.8447079276330054,1.0,0.8077384033216382,0.8180237518277621
cav-vex,0.8,0.9708474819486757,16,1,0.9621093490036933,1.0,0.9298546464634075,0.9416949638973511
random-cav,0.0,0.6833243464101134,16,5,0.609761291647092,1.0,0.17389240540125486,0.5854044638661994
cav-vex,0.0,0.5107506676715615,16,5,0.5652578557215365,1.0,0.17317668916457937,0.5872151286020583
random-cav,0.8,0.6932539037649326,16,5,0.6138778765587832,1.0,0.20607534471628297,0.6030376723581415
cav-vex,0.8,0.5360142221172334,16,5,0.5986730654198785,1.0,0.2060753447162829,0.6030376723581415
random-cav,0.0,0.8583106601356552,17,1,0.7856057079239283,1.0,0.6984880979828586,0.7556972466476137
cav-vex,0.0,0.9207263631680336,17,1,0.918241295105134,1.0,0.8592478814420645,0.9296239407210323
random-cav,0.8,0.9158774543263488,17,1,0.8583568486935933,1.0,0.8417291315751342,0.8503711673062271
cav-vex,0.8,0.9831899476480179,17,1,0.9811999792129914,1.0,0.9618066363803331,0.9716815082437398
random-cav,0.0,0.7172098448837462,17,5,0.6290181452257961,1.0,0.20877203369297803,0.604386016846489
cav-vex,0.0,0.5101478826176612,17,5,0.584364819382604,1.0,0.20877203369297798,0.604386016846489
random-cav,0.8,0.7138319516656956,17,5,0.6346286641776019,1.0,0.19778014152896978,0.5958700092576102
cav-vex,0.8,0.500315611313674,17,5,0.5718575472501831,1.0,0.19898201739153865,0.5994910086957693
random-cav,0.0,0.9014363081241816,18,1,0.8050396539300313,1.0,0.7346692661352743,0.7557480836843219
cav-vex,0.0,0.9683527173058539,18,1,0.957807028661084,1.0,0.9234490662760128,0.9536142577712781
random-cav,0.8,0.8946666852340694,18,1,0.80311780644959,1.0,0.7947059227946477,0.7998848530390956
cav-vex,0.8,0.9738788341428702,18,1,0.9636967028125367,1.0,0.9416213214927698,0.9477576682857404
random-cav,0.0,0.7330620195020817,18,5,0.6313400827942867,1.0,0.20174429814873165,0.6008721490743658
cav-vex,0.0,0.5048932236093503,18,5,0.5812703238120149,1.0,0.20174429814873165,0.6008721490743658
random-cav,0.8,0.6587935726794141,18,5,0.6128449043016341,1.0,0.20623199551262686,0.6031159977563134
cav-vex,0.8,0.5535024914793482,18,5,0.5955993798966277,1.0,0.206231995512627,0.6031159977563135
random-cav,0.0,0.8731253904960621,19,1,0.8326279218423001,1.0,0.7753408424719848,0.8185812416591588
cav-vex,0.0,0.9490597996829135,19,1,0.9427452400081354,1.0,0.8768965688515166,0.925800683798064
random-cav,0.8,0.9352146877632481,19,1,0.9207400378350026,1.0,0.8782992427502158,0.8963485490980855
cav-vex,0.8,0.9687385282711903,19,1,0.9705739108276709,1.0,0.935418529689391,0.9546416540916962
random-cav,0.0,0.706618808135659,19,5,0.6344891533150773,1.0,0.21036549817070796,0.5992605454094572
cav-vex,0.0,0.520984127946758,19,5,0.5797575228616348,1.0,0.21288701874058033,0.6064435093702902
random-cav,0.8,0.714571156748205,19,5,0.6101924523287927,1.0,0.19789754755434127,0.5932767966956324
cav-vex,0.8,0.5127718891742017,19,5,0.5894901122051656,1.0,0.20016824697290533,0.6000841234864527
random-cav,0.0,0.8398034252572185,20,1,0.7759126849675351,1.0,0.7206768447355307,0.7367357356990969
cav-vex,0.0,0.9366351685563141,20,1,0.9486985727130098,1.0,0.8891668853062988,0.9786676333826136
random-cav,0.8,0.8821330590931953,20,1,0.8236401517221504,1.0,0.7849541969183988,0.811552536308271
cav-vex,0.8,0.9652785556290043,20,1,0.9634022156378368,1.0,0.9113639959080007,0.942245758138251
random-cav,0.0,0.7265448450602457,20,5,0.6281629558982025,1.0,0.21803450225372556,0.6031072634914832
cav-vex,0.0,0.521878615279563,20,5,0.5960948649643264,1.0,0.22064249104151484,0.6103212455207574
random-cav,0.8,0.7375339778665355,20,5,0.6299204507551194,1.0,0.20363279819813584,0.5999814602392337
cav-vex,0.8,0.49990704224545257,20,5,0.5815643650246627,1.0,0.20438285829607872,0.6021914291480394
random-cav,0.0,0.814496967599114,3,1,0.7708203077889355,1.0,0.5704665386588849,0.7852332693294425
cav-vex,0.0,0.7974191564180152,3,1,0.7996462308699493,1.0,0.570466538658885,0.7852332693294425
random-cav,0.8,0.8077045813479082,3,1,0.7277732280154727,1.0,0.6030539361594153,0.629193338569746
cav-vex,0.8,0.9521842856749935,3,1,0.9544848271692357,1.0,0.8862120679230895,0.9246249734284595
random-cav,0.0,0.6734978876263505,3,5,0.5956763666924106,1.0,0.12773358212003494,0.5638667910600175
cav-vex,0.0,0.48301484010283474,3,5,0.552557131978258,1.0,0.12773358212003494,0.5638667910600175
random-cav,0.8,0.7206428279595066,3,5,0.6315618637313222,1.0,0.2101166654603761,0.605058332730188
cav-vex,0.8,0.5255874682460879,3,5,0.5887445833515025,1.0,0.2101166654603761,0.605058332730188
random-cav,0.0,0.8737540961004248,4,1,0.8221536773965145,1.0,0.7674520996613506,0.8665433338407731
cav-vex,0.0,0.8901398122856614,4,1,0.9433516782157909,1.0,0.7786437849687107,0.8973822629583511
random-cav,0.8,0.8382710410087835,4,1,0.8723405206652507,1.0,0.7837574872544519,0.8927845947631147
cav-vex,0.8,0.9177913661375863,4,1,0.8863125248200435,1.0,0.8018624924882988,0.8649758201012044
random-cav,0.0,0.6700634586657135,4,5,0.6312678410015732,1.0,0.21694798395317536,0.5735363350041568
cav-vex,0.0,0.5361706870238943,4,5,0.5634195114269471,1.0,0.23324613055191454,0.6166230652759573
random-cav,0.8,0.6572841945582564,4,5,0.5731399298565047,1.0,0.14627985971300944,0.5731399298565047
cav-vex,0.8,0.5246660299650134,4,5,0.5826644435468478,1.0,0.14627985971300944,0.5731399298565047
random-cav,0.0,0.7225175539003924,5,1,0.6857421168830934,1.0,0.4559068652665796,0.6638872684164109
cav-vex,0.0,0.7851909529755501,5,1,0.8123188138217464,1.0,0.5229083267275854,0.7614541633637927
random-cav,0.8,0.8518900201221234,5,1,0.8249538039561792,1.0,0.7955294948458285,0.803228606919974
cav-vex,0.8,0.9807717344333857,5,1,0.9658907229884703,1.0,0.9537316077024222,0.9629617953748216
random-cav,0.0,0.752803545877048,5,5,0.6767346582124434,1.0,0.2207358789436532,0.6022711050072229
cav-vex,0.0,0.4665048817600305,5,5,0.54527000379463,1.0,0.22436924013631857,0.6121846200681593
random-cav,0.8,0.712058826002562,5,5,0.6019301642723248,1.0,0.1967468096657315,0.5983734048328657
cav-vex,0.8,0.5306799269197339,5,5,0.6019301642723248,1.0,0.1967468096657315,0.5983734048328657
random-cav,0.0,0.7922000356878504,6,1,0.6997710818398049,1.0,0.5415448888519117,0.6910860881847726
cav-vex,0.0,0.8335614439023529,6,1,0.8389995463178787,1.0,0.6442152151057216,0.8221076075528608
random-cav,0.8,0.8948847066716312,6,1,0.8512969974594461,1.0,0.8197434902065542,0.8771420652354636
cav-vex,0.8,0.9617931241416359,6,1,0.9601159288640896,1.0,0.919856185861114,0.9326357352409862
random-cav,0.0,0.7724846431167868,6,5,0.647377502974472,1.0,0.23625217336878845,0.596174433443323
cav-vex,0.0,0.4955966245543655,6,5,0.5842405169270583,1.0,0.24710071164405284,0.6235503558220264
random-cav,0.8,0.6366907975838555,6,5,0.6097556260093328,1.0,0.21951125201866548,0.6097556260093328
cav-vex,0.8,0.5944654006670028,6,5,0.6097556260093328,1.0,0.2195112520186655,0.6097556260093328
random-cav,0.0,0.8206998768987894,7,1,0.7140612557130791,1.0,0.48070124168785106,0.6888225995619633
cav-vex,0.0,0.7665152587158605,7,1,0.7568843898671503,1.0,0.5359323040225845,0.7679661520112923
random-cav,0.8,0.8885109621937906,7,1,0.8468759157396105,1.0,0.7940471314032367,0.7981399432382625
cav-vex,0.8,0.9857823283896621,7,1,0.9851000763737132,1.0,0.9698369535153843,0.974835850941509
random-cav,0.0,0.6352595470882588,7,5,0.6067104035958939,1.0,0.20109574996792975,0.6005478749839649
cav-vex,0.0,0.5751972889870867,7,5,0.5943853463720358,1.0,0.20109574996792975,0.6005478749839649
random-cav,0.8,0.7505309929649354,7,5,0.6270338779086504,1.0,0.18038994982122492,0.5888320899417723
cav-vex,0.8,0.48319317747411605,7,5,0.5700378226196333,1.0,0.18088299525192017,0.5904414976259601
random-cav,0.0,0.8216235354258608,8,1,0.745565066701374,1.0,0.548087769876107,0.7162936892539502
cav-vex,0.0,0.7726199757644847,8,1,0.7883765254610154,1.0,0.6087868062738481,0.8098292890846653
random-cav,0.8,0.8537907170528987,8,1,0.7513386363135232,1.0,0.6948229809041832,0.712896467637373
cav-vex,0.8,0.9567996051923345,8,1,0.9631924467046882,1.0,0.9110142462734172,0.9347112228362007
random-cav,0.0,0.7168921155232335,8,5,0.5992741686681844,1.0,0.16702368283532817,0.5835118414176641
cav-vex,0.0,0.47001502838626774,8,5,0.5677495141671438,1.0,0.1670236828353282,0.5835118414176641
random-cav,0.8,0.7270049073829947,8,5,0.6065270948474933,1.0,0.20034073004418043,0.6001703650220902
cav-vex,0.8,0.5229489407761863,8,5,0.5971423488003342,1.0,0.2003407300441804,0.6001703650220902
random-cav,0.0,0.83815294245712,9,1,0.7595171667691042,1.0,0.56230077700433,0.7118470524469673
cav-vex,0.0,0.8360680806497959,9,1,0.8276025821212534,1.0,0.6527805112932034,0.8263902556466017
random-cav,0.8,0.8568962873968841,9,1,0.8053238835560569,1.0,0.7777143111738405,0.8105477361520972
cav-vex,0.8,0.9655709910879384,9,1,0.9526856917654991,1.0,0.9125032456535523,0.939266269887142
random-cav,0.0,0.7354851051929167,9,5,0.6470329646849792,1.0,0.19360257259527208,0.5797171324409672
cav-vex,0.0,0.47110127274564223,9,5,0.5370738817665983,1.0,0.19974652458262807,0.6002258334145709
random-cav,0.8,0.6656639808835136,9,5,0.6162806556361319,1.0,0.2030385822343667,0.5990985362255706
cav-vex,0.8,0.555559098447929,9,5,0.589712357276843,1.0,0.20402637793919542,0.6020131889695977
random-cav,0.0,0.8702983463622078,10,1,0.8233865610379855,1.0,0.7734038979691324,0.8029922647068721
cav-vex,0.0,0.9240197196191935,10,1,0.9399665795946661,1.0,0.8710600623726003,0.9644618603649224
random-cav,0.8,0.911557528564803,10,1,0.8700933168577466,1.0,0.8162881120716781,0.8381113923522093
cav-vex,0.8,0.9694290163900561,10,1,0.9752290870828558,1.0,0.9442654459364255,0.9632155382061645
random-cav,0.0,0.6835792597397492,10,5,0.6143445996758015,1.0,0.17078685419349213,0.5750709141526499
cav-vex,0.0,0.4931605216137072,10,5,0.5591005533296654,1.0,0.17438707997412417,0.587193539987062
random-cav,0.8,0.6803099159074874,10,5,0.6078918230173439,1.0,0.20031532089073667,0.6001576604453683
cav-vex,0.8,0.5311674057887973,10,5,0.5926013448025903,1.0,0.20031532089073664,0.6001576604453683
random-cav,0.0,0.87544204597662,11,1,0.8073459838412644,1.0,0.7506546433239686,0.7929797207747046
cav-vex,0.0,0.9384606512124111,11,1,0.8948626522686081,1.0,0.8365898064179638,0.8837602711130776
random-cav,0.8,0.8782883234813355,11,1,0.807415323418,1.0,0.7837407126377234,0.7974376514943289
cav-vex,0.8,0.9531732432265552,11,1,0.9454399166789778,1.0,0.9105359564388141,0.9264488152720749
random-cav,0.0,0.675604392423128,11,5,0.6041406702701059,1.0,0.18038347470415148,0.5836445168532195
cav-vex,0.0,0.5279083142739668,11,5,0.5758395629193688,1.0,0.18277683518827284,0.5913884175941364
random-cav,0.8,0.7189447016168834,11,5,0.6248867207421185,1.0,0.2028100604431813,0.6014050302215906
cav-vex,0.8,0.5114891656278954,11,5,0.5886742906753603,1.0,0.20281006044318128,0.6014050302215906
random-cav,0.0,0.873366677432364,12,1,0.8622674524452969,1.0,0.8063130998643654,0.8504850724230987
cav-vex,0.0,0.9662818371124613,12,1,0.9399049146588976,1.0,0.8841287535392809,0.9325636742249224
random-cav,0.8,0.8288380127017282,12,1,0.745696939714276,1.0,0.7048754055277031,0.7273321131165886
cav-vex,0.8,0.9690849028634388,12,1,0.9734403706173768,1.0,0.9092033891257277,0.9381698057268778
random-cav,0.0,0.7548962653963738,12,5,0.6428664252749197,1.0,0.2410552196441493,0.6073287876141601
cav-vex,0.0,0.5138357152557517,12,5,0.5925945302360112,1.0,0.2456721563855444,0.6237955199376618
random-cav,0.8,0.6976102814334408,12,5,0.6168920766224073,1.0,0.21612072282566316,0.6080603614128316
cav-vex,0.8,0.5419052359055151,12,5,0.6024333602903136,1.0,0.21612072282566328,0.6080603614128316
random-cav,0.0,0.887929043727543,13,1,0.8596475724072933,1.0,0.7336639431158549,0.8441587426553593
cav-vex,0.0,0.8792007603781659,13,1,0.8746130863364177,1.0,0.7685132990017226,0.8842566495008614
random-cav,0.8,0.8542663188634674,13,1,0.7600090437147659,1.0,0.7386064339186903,0.7388139773840918
cav-vex,0.8,0.977523574317562,13,1,0.9766602443702019,1.0,0.9664051740158653,0.9666767274028744
random-cav,0.0,0.7089962790108901,13,5,0.6251223311785908,1.0,0.16133444654001258,0.5702058267408956
cav-vex,0.0,0.4652162813637326,13,5,0.5314293546540579,1.0,0.16478214935056335,0.5823910746752816
random-cav,0.8,0.6780957783453598,13,5,0.603160100678973,1.0,0.19416407905648558,0.5970820395282428
cav-vex,0.8,0.538398495554895,13,5,0.5990811901525454,1.0,0.19416407905648556,0.5970820395282427
random-cav,0.0,0.8477078338174968,14,1,0.7730887304229876,1.0,0.6628273128730352,0.7111279157475712
cav-vex,0.0,0.8908504050013184,14,1,0.8864808994823788,1.0,0.8466196359092887,0.9350811740933482
random-cav,0.8,0.8889751811412983,14,1,0.8026656113874511,1.0,0.7860178780273939,0.7957600704456806
cav-vex,0.8,0.9727814314776081,14,1,0.9648690132147623,1.0,0.9339866910704715,0.9455628629552162
random-cav,0.0,0.7254490175541659,14,5,0.6490450598417856,1.0,0.209222580818788,0.6029007941924032
cav-vex,0.0,0.48330270655217417,14,5,0.5616673667257449,1.0,0.20994078666154128,0.6049703933307706
random-cav,0.8,0.7231263732017778,14,5,0.6225604218568109,1.0,0.19316137936984543,0.5965806896849227
cav-vex,0.8,0.49916528645615676,14,5,0.5798596404964438,1.0,0.19316137936984537,0.5965806896849227
random-cav,0.0,0.8577876441906115,15,1,0.7661317221840037,1.0,0.6111785600930769,0.731846961521818
cav-vex,0.0,0.8161620925352281,15,1,0.841894733021352,1.0,0.7169120776636629,0.8584560388318314
random-cav,0.8,0.9005937437777141,15,1,0.8610295630648199,1.0,0.8496458561101187,0.8521811031529407
cav-vex,0.8,0.9741356931234499,15,1,0.9707569285300287,1.0,0.9580512967921513,0.9609100133969546
random-cav,0.0,0.7381374307492827,15,5,0.6500261493791695,1.0,0.27885667655545043,0.6320504060611214
cav-vex,0.0,0.5708107777001836,15,5,0.630627107557454,1.0,0.2830330742288858,0.6415165371144429
random-cav,0.8,0.6549725954239901,15,5,0.6003776549037976,1.0,0.2007553098075951,0.6003776549037976
cav-vex,0.8,0.5596991856951353,15,5,0.6003776549037975,1.0,0.20075530980759496,0.6003776549037975
random-cav,0.0,0.8818802543729497,16,1,0.8066236383950145,1.0,0.6526289641560448,0.7727825062259674
cav-vex,0.0,0.8218837899801283,16,1,0.8463510128962145,1.0,0.7195226019604508,0.8654399245060966
random-cav,0.8,0.8831915995696794,16,1,0.7818515019035919,1.0,0.7603533751664505,0.7722444916279925
cav-vex,0.8,0.9791793094618212,16,1,0.968578703034865,1.0,0.9573281140888953,0.9583586189236426
random-cav,0.0,0.7649202042257373,16,5,0.6589241701556889,1.0,0.26922906499060023,0.6198663498004496
cav-vex,0.0,0.5167153442889457,16,5,0.6020116671375544,1.0,0.27741170191362324,0.6387058509568115
random-cav,0.8,0.6489841089800131,16,5,0.5910122664181394,1.0,0.17907763585736916,0.5895388179286846
cav-vex,0.8,0.5418340793967676,16,5,0.5919731035867555,1.0,0.17907763585736916,0.5895388179286846
random-cav,0.0,0.8513090267003799,17,1,0.813381797541196,1.0,0.7127480492145647,0.8028113804757255
cav-vex,0.0,0.8808609060172123,17,1,0.9008673129319774,1.0,0.7851887875375807,0.8987664462013731
random-cav,0.8,0.8863185809656815,17,1,0.817742175692953,1.0,0.7936734156980152,0.8066866902349819
cav-vex,0.8,0.9767270679569103,17,1,0.9797376528739851,1.0,0.9527628844030928,0.9683846310033183
random-cav,0.0,0.7537166250586697,17,5,0.6487523063464491,1.0,0.24928515733277373,0.621811268045072
cav-vex,0.0,0.5096440949372841,17,5,0.6007947147633922,1.0,0.2507048036797198,0.62535240183986
random-cav,0.8,0.7195203818080557,17,5,0.6299464636324135,1.0,0.1850259119037259,0.5911045382344101
cav-vex,0.8,0.4810599141234382,17,5,0.5657942100714588,1.0,0.1855485716953736,0.5927742858476868
random-cav,0.0,0.9005619689122243,18,1,0.8483253767334304,1.0,0.8035680221849179,0.8254400887791365
cav-vex,0.0,0.9485079385687443,18,1,0.9623045639972738,1.0,0.9050845983667553,0.9741865303648558
random-cav,0.8,0.9019865297199865,18,1,0.814577230317906,1.0,0.781194461269853,0.8011278149570211
cav-vex,0.8,0.9651804584538831,18,1,0.9595940105853447,1.0,0.9200909741942077,0.9435684816808472
random-cav,0.0,0.7192632510763288,18,5,0.6235823146091619,1.0,0.21469759446947562,0.6064085733363669
cav-vex,0.0,0.5431425197173877,18,5,0.6078784315911003,1.0,0.21510208270697662,0.6075510413534884
random-cav,0.8,0.7099254185851829,18,5,0.6256160601378382,1.0,0.19782439355240158,0.5989121967762008
cav-vex,0.8,0.5177563745602191,18,5,0.5784902804868257,1.0,0.19782439355240158,0.5989121967762008
random-cav,0.0,0.8720970976324217,19,1,0.7982593356989373,1.0,0.7107158021657107,0.7697121752571148
cav-vex,0.0,0.890866199333625,19,1,0.9061813229041842,1.0,0.8353523322969436,0.9183440989682203
random-cav,0.8,0.8768099295828911,19,1,0.8062720575034028,1.0,0.7882726226219212,0.7964954826695756
cav-vex,0.8,0.9827603444638289,19,1,0.987411619672422,1.0,0.9703273892278518,0.9735449033837648
random-cav,0.0,0.7361532841307675,19,5,0.6520564224358723,1.0,0.2068927923905694,0.5901376639468165
cav-vex,0.0,0.4844564718925115,19,5,0.5570823707150904,1.0,0.2125503436155684,0.6062751718077842
random-cav,0.8,0.6750711563574971,19,5,0.6074638284255407,1.0,0.19066905209202092,0.5895582145753838
cav-vex,0.8,0.5198653816347106,19,5,0.5863825356475026,1.0,0.19289752445838987,0.596448762229195
random-cav,0.0,0.8926796184606496,20,1,0.8396642931279906,1.0,0.7853325299303842,0.8230033689073647
cav-vex,0.0,0.9617199544767575,20,1,0.952100466454799,1.0,0.9075486608948687,0.9562310121159773
random-cav,0.8,0.9032836395043791,20,1,0.8189612461473652,1.0,0.7965543027967705,0.8035652714027779
cav-vex,0.8,0.9769556698335791,20,1,0.9667137923599803,1.0,0.9488939033758376,0.957245707318948
random-cav,0.0,0.6960353859377241,20,5,0.6272460349637143,1.0,0.2160282028513169,0.6080141014256585
cav-vex,0.0,0.5355285141177071,20,5,0.59397484233338,1.0,0.21602820285131694,0.6080141014256585
random-cav,0.8,0.7036242972053687,20,5,0.620572278895964,1.0,0.20345235495039343,0.6017261774751967
cav-vex,0.8,0.5289179901011142,20,5,0.587527642181524,1.0,0.2034523549503935,0.6017261774751967
random-cav,0.0,0.8244693742249417,3,1,0.7720801281448912,1.0,0.6363024594487134,0.7295359444347759
cav-vex,0.0,0.8848662389033957,3,1,0.8982278755554929,1.0,0.7733666768545567,0.8866833384272783
random-cav,0.8,0.792190962738731,3,1,0.7403200672340171,1.0,0.610829268783115,0.6914238444574087
cav-vex,0.8,0.8995704643154988,3,1,0.9111394249988863,1.0,0.759670549878812,0.8599036735169645
random-cav,0.0,0.7800454758835388,3,5,0.7102469188323158,1.0,0.40544479522297233,0.7027223976114861
cav-vex,0.0,0.6387178847945459,3,5,0.6951978763906567,1.0,0.40544479522297233,0.7027223976114861
random-cav,0.8,0.6480562061799476,3,5,0.5958264354297244,1.0,0.1916528708594487,0.5958264354297244
cav-vex,0.8,0.5554381193968652,3,5,0.5958264354297244,1.0,0.1916528708594487,0.5958264354297244
random-cav,0.0,0.7319497872568494,4,1,0.6382767931478072,1.0,0.3469361241389106,0.60136270169672
cav-vex,0.0,0.714242915339254,4,1,0.690228597177803,1.0,0.4053990071494277,0.7026995035747139
random-cav,0.8,0.8851446757708767,4,1,0.883603777075747,1.0,0.8776472751507134,0.8816689820519229
cav-vex,0.8,0.9825747934320205,4,1,0.9910516628070486,1.0,0.9786859809310541,0.9864636059329869
random-cav,0.0,0.7096430948215539,4,5,0.6364037046071549,1.0,0.22980006621298496,0.5842266376263541
cav-vex,0.0,0.5088766423604316,4,5,0.5813279018695916,1.0,0.24481892140770375,0.6224094607038518
random-cav,0.8,0.711990218142367,4,5,0.6085234005382888,1.0,0.2097058812062623,0.6048529406031311
cav-vex,0.8,0.5493593790056847,4,5,0.6085234005382888,1.0,0.2097058812062623,0.6048529406031311
random-cav,0.0,0.8372763938430625,5,1,0.7482885412858498,1.0,0.5731803546146499,0.7159934787948226
cav-vex,0.0,0.7724418049984824,5,1,0.7961028873501822,1.0,0.6456317454745134,0.8337074683805956
random-cav,0.8,0.9238753684904094,5,1,0.90824786988746,1.0,0.8737016818691546,0.90824786988746
cav-vex,0.8,0.9769724067260148,5,1,0.9633576519404004,1.0,0.959222598517026,0.9633576519404004
random-cav,0.0,0.629971199398828,5,5,0.5534622356684702,1.0,0.09083559445118607,0.545417797225593
cav-vex,0.0,0.4862808497726253,5,5,0.5519007086685732,1.0,0.09083559445118605,0.545417797225593
random-cav,0.8,0.6358324526327368,5,5,0.5937539707600573,1.0,0.19248226056461443,0.5962411302823072
cav-vex,0.8,0.5573689256863146,5,5,0.5987282898045571,1.0,0.1924822605646144,0.5962411302823072
random-cav,0.0,0.8831171652101888,6,1,0.8756114044194644,1.0,0.8374206239126015,0.8493194366758626
cav-vex,0.0,0.9469396505155951,6,1,0.964906264458328,1.0,0.9076955581425676,0.9861837428886228
random-cav,0.8,0.8853095878351512,6,1,0.8446231370962267,1.0,0.8160719113806897,0.8322031550172765
cav-vex,0.8,0.9687427220554954,6,1,0.9654637289715969,1.0,0.926867828403129,0.9374854441109908
random-cav,0.0,0.6873433964335621,6,5,0.5882132548719559,1.0,0.16087959350872558,0.5804397967543629
cav-vex,0.0,0.5053013883715657,6,5,0.5872770301512177,1.0,0.16087959350872555,0.5804397967543627
random-cav,0.8,0.6812535195221809,6,5,0.6053338573916593,1.0,0.19050599412171704,0.5907069940937361
cav-vex,0.8,0.5361162943073255,6,5,0.5831320906587575,1.0,0.19225396834277164,0.5961269841713858
